Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YR
2,Golden State Warriors,82,19880,39.7,86.8,0.45799999999999996,6.8,18.1,0.373,33.0,68.6,0.48,23.3,29.4,0.7909999999999999,11.7,30.6,42.4,21.0,7.8,6.5,14.8,22.7,109.5,2009
3,Los Angeles Lakers,82,19780,42.6,89.8,0.474,7.0,19.5,0.361,35.5,70.3,0.505,20.7,26.9,0.77,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,112.8,2009
4,New York Knicks,82,19805,39.6,88.9,0.445,10.3,28.6,0.36,29.3,60.2,0.486,18.7,23.8,0.784,11.4,31.9,43.3,21.8,7.6,2.6,14.7,21.0,108.1,2009
5,Indiana Pacers,82,19830,40.4,88.8,0.455,8.2,21.6,0.37799999999999995,32.2,67.2,0.48,19.1,23.7,0.807,11.6,33.4,45.0,22.3,7.2,5.4,14.9,23.8,108.1,2009
6,Denver Nuggets,82,19730,39.5,84.0,0.47,7.1,19.1,0.371,32.4,64.9,0.499,24.4,32.1,0.76,11.7,32.4,44.0,23.5,9.2,6.3,16.2,24.2,110.4,2009
7,Utah Jazz,82,19880,40.7,85.8,0.475,5.1,14.5,0.349,35.7,71.3,0.5,23.5,30.5,0.7709999999999999,12.2,31.4,43.6,26.2,9.3,4.8,15.7,23.7,110.1,2009
8,Chicago Bulls,82,19930,40.4,88.6,0.457,6.4,16.7,0.381,34.1,71.9,0.474,21.1,26.6,0.7959999999999999,12.6,32.1,44.7,22.4,8.0,5.9,15.4,22.1,108.4,2009
9,Dallas Mavericks,82,19805,41.4,89.7,0.462,7.6,21.6,0.35,33.9,68.1,0.498,20.1,24.5,0.8190000000000001,12.0,34.4,46.4,23.6,7.8,5.7,13.8,21.2,110.5,2009
10,Orlando Magic,82,19730,38.6,84.5,0.457,10.8,28.3,0.381,27.8,56.2,0.495,21.2,29.7,0.715,10.8,35.9,46.7,21.0,7.5,5.8,15.0,21.9,109.2,2009
11,Boston Celtics,82,19880,41.1,84.6,0.486,7.2,18.1,0.397,33.9,66.5,0.51,21.2,27.7,0.765,11.6,34.5,46.1,24.9,8.3,5.2,17.1,25.3,110.5,2009
12,Sacramento Kings,82,19905,38.3,85.5,0.447,7.5,20.4,0.368,30.8,65.1,0.47200000000000003,21.5,27.0,0.7979999999999999,10.7,30.3,41.0,20.7,7.3,4.5,16.2,24.4,105.5,2009
13,Cleveland Cavaliers,82,19780,41.3,88.3,0.46799999999999997,9.0,22.8,0.39299999999999996,32.4,65.4,0.495,20.8,27.5,0.757,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,112.4,2009
14,Portland Trail Blazers,82,19830,42.2,90.7,0.465,8.3,21.7,0.38299999999999995,33.8,69.0,0.49,21.2,27.8,0.765,14.8,33.0,47.8,23.3,7.7,5.6,14.7,23.3,113.9,2009
15,Milwaukee Bucks,82,19780,39.4,88.5,0.445,6.7,18.5,0.363,32.7,70.1,0.467,21.1,27.1,0.78,12.8,31.0,43.8,23.6,8.0,4.0,15.1,26.0,106.7,2009
16,Toronto Raptors,82,19805,40.2,87.9,0.45799999999999996,6.3,17.0,0.37200000000000005,33.9,70.9,0.478,20.2,24.5,0.8240000000000001,10.6,33.1,43.7,24.2,6.9,5.1,14.5,21.0,107.0,2009
17,Houston Rockets,82,19805,39.8,87.7,0.45299999999999996,8.3,22.2,0.375,31.4,65.4,0.48,20.6,25.6,0.805,11.6,35.8,47.3,22.3,7.4,4.8,15.6,20.9,108.4,2009
18,Miami Heat,82,19955,40.6,88.9,0.457,7.8,21.8,0.35700000000000004,32.8,67.1,0.489,18.9,25.0,0.754,11.1,32.3,43.3,22.4,8.7,6.0,13.7,22.7,107.8,2009
19,Atlanta Hawks,82,19705,40.2,87.7,0.45799999999999996,8.1,22.2,0.366,32.1,65.5,0.49,20.9,28.3,0.737,11.8,32.8,44.6,22.5,8.2,5.1,14.2,21.9,109.3,2009
20,New Jersey Nets,82,19830,39.4,88.0,0.44799999999999995,8.8,23.4,0.376,30.6,64.6,0.473,20.8,26.7,0.779,11.4,32.5,44.0,22.0,7.5,5.3,14.5,24.7,108.3,2009
21,Minnesota Timberwolves,82,19805,39.5,89.5,0.441,7.2,20.4,0.353,32.3,69.2,0.467,19.9,25.9,0.769,12.9,32.3,45.2,22.1,6.8,4.3,15.4,23.6,106.1,2009
22,Philadelphia 76ers,82,19755,40.5,88.2,0.45899999999999996,4.6,14.5,0.318,35.9,73.7,0.486,22.3,29.9,0.745,14.0,31.5,45.6,22.2,8.9,5.6,15.6,22.3,107.9,2009
23,San Antonio Spurs,82,19905,41.5,89.1,0.466,8.5,22.1,0.386,33.0,67.0,0.49200000000000005,17.0,22.4,0.7609999999999999,9.9,36.0,45.9,23.7,6.5,4.5,13.1,21.1,108.5,2009
24,Oklahoma City Thunder,82,19805,38.8,86.9,0.447,4.2,12.3,0.34600000000000003,34.6,74.7,0.46299999999999997,21.0,26.8,0.7859999999999999,12.9,32.3,45.3,21.5,7.9,4.8,17.2,21.4,102.9,2009
25,Washington Wizards,82,19705,40.1,89.1,0.45,5.3,16.0,0.33,34.8,73.0,0.47600000000000003,20.0,26.1,0.767,12.8,31.2,44.0,22.0,8.3,4.9,15.3,22.5,105.4,2009
26,New Orleans Hornets,82,19755,40.3,88.1,0.457,7.7,21.1,0.364,32.6,67.0,0.48700000000000004,20.5,25.4,0.807,11.1,33.9,45.0,22.3,8.2,4.7,14.2,23.0,108.7,2009
27,Los Angeles Clippers,82,19880,38.7,87.8,0.441,7.0,19.8,0.354,31.7,68.0,0.467,17.8,24.1,0.736,11.7,31.2,42.8,22.6,7.5,6.3,16.0,21.6,102.3,2009
28,Detroit Pistons,82,19905,41.4,91.2,0.45399999999999996,5.2,15.0,0.349,36.2,76.2,0.475,19.3,25.7,0.7509999999999999,13.2,34.0,47.2,23.5,6.9,5.2,13.5,23.8,107.4,2009
29,Memphis Grizzlies,82,19805,38.5,84.8,0.45399999999999996,5.4,14.9,0.36,33.2,70.0,0.474,21.1,27.9,0.7559999999999999,11.4,31.4,42.8,19.1,8.3,5.2,16.8,23.9,103.5,2009
30,Charlotte Bobcats,82,19930,39.1,85.9,0.455,6.7,18.3,0.366,32.4,67.6,0.479,19.8,26.8,0.74,12.1,32.3,44.3,23.7,7.9,5.4,17.4,23.9,104.7,2009
1,Phoenix Suns,82,19730,42.6,86.6,0.49200000000000005,9.3,22.6,0.41200000000000003,33.3,64.0,0.52,20.8,27.0,0.77,11.6,33.4,45.0,24.4,6.1,5.3,15.4,21.9,115.3,2010
2,Golden State Warriors,82,19730,40.4,86.0,0.469,7.7,20.4,0.375,32.7,65.5,0.499,19.8,25.3,0.782,9.1,29.1,38.2,22.3,9.2,4.1,14.6,22.9,108.1,2010
3,Denver Nuggets,82,19780,40.0,85.5,0.46799999999999997,7.0,19.4,0.359,33.0,66.1,0.5,24.8,32.1,0.772,11.4,32.1,43.5,22.0,8.7,5.3,14.5,23.6,111.8,2010
4,Utah Jazz,82,19755,41.8,85.1,0.491,5.7,15.6,0.364,36.1,69.5,0.519,21.4,28.9,0.741,11.3,33.5,44.8,28.3,8.7,5.2,16.1,24.1,110.7,2010
5,Toronto Raptors,82,19780,41.7,86.5,0.48200000000000004,6.8,18.2,0.371,35.0,68.2,0.512,21.1,27.6,0.764,10.5,32.7,43.2,23.5,6.1,5.0,14.3,23.7,111.3,2010
6,Orlando Magic,82,19730,39.7,84.5,0.47,11.1,29.6,0.375,28.6,54.9,0.521,20.8,28.8,0.7240000000000001,10.7,36.2,46.9,21.3,6.8,6.0,15.3,21.5,111.4,2010
7,Memphis Grizzlies,82,19905,41.5,88.6,0.469,4.4,13.1,0.337,37.1,75.5,0.49200000000000005,20.8,28.4,0.733,13.8,32.2,46.0,19.9,8.3,5.1,16.1,21.3,108.3,2010
8,Houston Rockets,82,19905,39.7,88.8,0.447,8.3,23.6,0.35100000000000003,31.4,65.2,0.48100000000000004,20.0,25.9,0.772,12.4,31.7,44.1,22.9,7.5,4.1,15.2,21.9,107.6,2010
9,New York Knicks,82,19880,40.2,88.3,0.455,9.5,27.6,0.34600000000000003,30.6,60.8,0.504,17.7,22.6,0.782,10.7,31.8,42.6,22.8,7.5,3.9,14.7,21.0,107.6,2010
10,Cleveland Cavaliers,82,19780,41.2,84.9,0.485,8.0,21.0,0.381,33.2,63.9,0.52,20.8,29.0,0.72,10.5,35.8,46.3,24.4,7.5,5.6,15.1,21.1,111.2,2010
11,Dallas Mavericks,82,19880,41.0,88.2,0.46399999999999997,7.3,19.6,0.37200000000000005,33.7,68.7,0.491,19.9,24.4,0.816,10.9,33.8,44.6,25.0,8.1,5.9,13.8,20.4,109.2,2010
12,Los Angeles Lakers,82,19830,41.0,89.7,0.457,6.9,20.4,0.341,34.1,69.3,0.49200000000000005,19.8,25.9,0.765,12.7,34.7,47.4,22.6,8.0,5.2,14.3,20.8,108.8,2010
13,Atlanta Hawks,82,19855,42.7,91.2,0.46799999999999997,7.0,19.5,0.36,35.6,71.7,0.49700000000000005,19.5,25.7,0.759,13.0,32.9,45.9,24.0,7.9,5.5,13.1,21.9,111.9,2010
14,Oklahoma City Thunder,82,19805,39.9,86.3,0.462,5.4,16.0,0.34,34.4,70.3,0.49,23.1,28.8,0.805,12.5,33.9,46.4,21.3,8.5,6.3,16.0,22.7,108.3,2010
15,San Antonio Spurs,82,19780,41.7,88.1,0.473,7.3,20.5,0.358,34.4,67.7,0.508,19.3,26.1,0.74,11.7,34.7,46.4,24.2,6.8,5.0,14.8,22.1,110.0,2010
16,Indiana Pacers,82,19705,37.9,85.6,0.44299999999999995,8.3,23.8,0.348,29.6,61.8,0.479,19.6,25.3,0.775,9.9,32.9,42.7,21.7,7.3,5.5,15.5,23.2,103.7,2010
17,New Orleans Hornets,82,19830,41.5,89.4,0.46399999999999997,7.5,20.5,0.363,34.1,68.9,0.495,16.9,21.7,0.778,11.1,32.0,43.1,23.9,8.2,3.9,14.4,21.0,107.4,2010
18,Sacramento Kings,82,19880,40.4,88.6,0.456,6.2,17.8,0.349,34.2,70.8,0.483,18.4,25.3,0.726,12.5,32.3,44.9,21.6,7.2,4.7,15.7,23.5,105.3,2010
19,Boston Celtics,82,19780,40.2,83.3,0.483,6.6,19.0,0.348,33.6,64.4,0.523,20.6,27.7,0.746,9.5,32.4,41.9,25.6,9.3,5.3,16.1,24.0,107.7,2010
20,Minnesota Timberwolves,82,19780,39.2,87.4,0.449,5.1,14.9,0.341,34.1,72.5,0.47100000000000003,18.1,24.3,0.746,12.1,32.3,44.4,20.5,7.5,3.9,16.8,21.5,101.7,2010
21,Portland Trail Blazers,82,19855,41.0,88.9,0.461,6.8,19.1,0.354,34.2,69.8,0.49,22.1,28.0,0.79,12.6,32.8,45.4,23.1,7.2,4.8,13.9,23.6,110.8,2010
22,Philadelphia 76ers,82,19805,40.9,88.7,0.46,6.3,18.3,0.34299999999999997,34.6,70.5,0.491,18.1,23.9,0.7559999999999999,12.5,32.0,44.5,22.8,8.8,5.8,15.8,22.2,106.1,2010
23,Milwaukee Bucks,82,19980,40.0,91.7,0.436,8.5,23.8,0.35600000000000004,31.5,67.9,0.46399999999999997,16.6,21.9,0.755,12.6,33.5,46.2,22.8,7.6,5.0,14.2,23.9,104.9,2010
24,Chicago Bulls,82,19905,39.9,88.4,0.451,4.6,13.8,0.33,35.3,74.6,0.474,19.2,25.4,0.754,12.1,35.2,47.3,22.1,6.9,6.2,15.2,21.3,103.5,2010
25,Miami Heat,82,19880,40.2,87.8,0.45799999999999996,6.7,19.2,0.34600000000000003,33.5,68.6,0.489,19.6,26.0,0.752,11.8,34.4,46.2,20.9,8.2,6.2,14.5,23.0,106.6,2010
26,Washington Wizards,82,19830,39.7,88.5,0.449,5.7,16.2,0.353,34.0,72.3,0.47100000000000003,19.1,25.0,0.762,12.8,32.5,45.2,20.6,6.5,5.6,16.1,23.1,104.2,2010
27,Los Angeles Clippers,82,19705,39.5,86.8,0.455,6.4,19.2,0.332,33.1,67.7,0.49,17.9,24.6,0.73,12.2,32.9,45.1,23.8,7.0,6.1,16.9,20.8,103.3,2010
28,Charlotte Bobcats,82,19880,38.2,84.3,0.45299999999999996,6.1,17.8,0.34600000000000003,32.0,66.5,0.48200000000000004,21.9,29.1,0.7509999999999999,11.5,33.3,44.7,22.2,8.4,6.0,17.2,21.3,104.4,2010
29,Detroit Pistons,82,19780,40.3,90.5,0.445,5.1,16.3,0.314,35.2,74.2,0.474,19.9,27.4,0.728,14.4,30.7,45.2,21.8,8.2,4.3,15.1,25.0,105.6,2010
30,New Jersey Nets,82,19780,37.4,87.0,0.429,5.0,15.7,0.318,32.4,71.3,0.45399999999999996,20.9,26.8,0.78,11.9,31.3,43.2,20.5,7.6,5.2,15.7,21.8,100.6,2010
1,Los Angeles Clippers,82,19755,40.6,85.6,0.474,8.8,24.9,0.35200000000000004,31.8,60.7,0.525,22.0,30.2,0.73,10.9,33.8,44.6,25.5,8.9,5.0,14.4,22.4,112.1,2014
2,Houston Rockets,82,19830,39.2,83.0,0.47200000000000003,9.8,27.4,0.358,29.4,55.6,0.529,22.8,32.0,0.7120000000000001,11.6,35.1,46.7,22.1,7.8,5.8,16.6,21.1,111.0,2014
3,Minnesota Timberwolves,82,19855,39.6,89.1,0.444,7.5,21.8,0.341,32.2,67.3,0.478,22.2,28.6,0.778,12.7,32.8,45.6,24.4,8.9,3.7,14.2,18.7,108.9,2014
4,Portland Trail Blazers,82,19855,40.9,90.9,0.45,9.8,26.4,0.37200000000000005,31.1,64.5,0.48100000000000004,20.0,24.5,0.815,13.0,35.5,48.5,24.3,5.8,4.9,14.3,20.1,111.5,2014
5,Oklahoma City Thunder,82,19805,40.6,86.1,0.47100000000000003,8.4,23.3,0.361,32.1,62.8,0.512,21.0,26.1,0.8059999999999999,11.3,35.3,46.6,22.8,8.6,6.4,15.9,23.6,110.5,2014
6,San Antonio Spurs,82,19755,42.5,87.5,0.486,8.9,22.5,0.397,33.6,65.1,0.517,16.5,21.0,0.785,9.7,35.6,45.4,26.4,7.7,5.4,15.1,19.1,110.5,2014
7,Phoenix Suns,82,19755,40.2,86.8,0.46299999999999997,9.7,26.1,0.37200000000000005,30.5,60.8,0.503,19.3,25.4,0.758,11.8,33.0,44.8,19.8,8.7,4.7,16.0,22.8,109.5,2014
8,Dallas Mavericks,82,19830,42.0,88.7,0.474,9.3,24.3,0.384,32.7,64.4,0.508,17.8,22.4,0.795,10.9,32.5,43.4,25.0,9.1,4.6,14.4,21.2,111.2,2014
9,Denver Nuggets,82,19755,39.0,87.2,0.447,8.7,24.3,0.358,30.3,63.0,0.48100000000000004,19.4,26.7,0.726,12.5,33.7,46.2,22.8,7.6,5.7,16.2,23.4,106.0,2014
10,Golden State Warriors,82,19830,40.7,88.1,0.462,9.7,25.6,0.38,31.0,62.5,0.496,16.4,21.8,0.753,11.3,35.5,46.7,24.0,8.1,5.1,15.7,22.4,107.5,2014
11,Los Angeles Lakers,82,19705,38.7,86.2,0.45,9.6,25.1,0.381,29.2,61.1,0.478,17.2,22.6,0.757,9.2,32.3,41.5,24.8,7.5,5.5,15.3,20.1,104.2,2014
12,Miami Heat,82,19880,41.6,83.0,0.501,8.8,24.2,0.364,32.8,58.8,0.5579999999999999,18.9,24.9,0.76,8.3,31.7,40.0,24.4,9.7,4.9,16.0,21.1,110.9,2014
13,Toronto Raptors,82,19955,39.2,88.0,0.445,9.3,25.1,0.37200000000000005,29.8,62.9,0.475,21.1,26.9,0.782,12.2,33.4,45.7,22.7,7.6,4.5,15.2,24.6,108.8,2014
14,Detroit Pistons,82,19780,40.7,91.1,0.447,6.5,20.2,0.321,34.2,70.9,0.483,18.1,27.0,0.67,15.3,32.3,47.6,21.9,8.8,5.0,15.2,21.3,105.9,2014
15,Atlanta Hawks,82,19830,39.1,85.5,0.45799999999999996,9.8,27.1,0.363,29.3,58.5,0.502,17.8,22.8,0.7809999999999999,9.1,32.8,41.9,26.1,8.7,4.2,16.0,20.2,105.9,2014
16,Washington Wizards,82,20055,40.8,88.8,0.45899999999999996,8.3,21.9,0.38,32.5,67.0,0.485,16.1,22.0,0.731,11.4,33.0,44.4,24.5,8.6,4.8,15.5,21.5,106.0,2014
17,Sacramento Kings,82,19830,38.8,86.8,0.447,6.3,18.9,0.33299999999999996,32.5,67.9,0.479,21.8,28.7,0.759,12.7,34.1,46.8,19.8,7.5,4.1,16.0,23.7,105.7,2014
18,New Orleans Pelicans,82,19855,40.7,88.7,0.45899999999999996,6.4,17.1,0.373,34.3,71.6,0.479,19.5,25.4,0.769,12.2,32.6,44.8,22.9,8.5,6.9,14.8,24.4,107.2,2014
19,Philadelphia 76ers,82,19855,37.9,87.2,0.435,7.0,22.5,0.312,30.9,64.6,0.47700000000000004,16.6,23.4,0.71,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,99.4,2014
20,New York Knicks,82,19855,40.5,90.2,0.449,10.2,27.3,0.37200000000000005,30.4,63.0,0.48200000000000004,17.0,22.4,0.7609999999999999,11.7,32.6,44.3,22.0,8.5,4.9,14.2,24.3,108.3,2014
21,Brooklyn Nets,82,19880,38.7,84.4,0.45899999999999996,9.4,25.4,0.369,29.3,59.0,0.49700000000000005,19.9,26.4,0.753,9.5,31.8,41.3,22.6,9.3,4.1,15.7,23.5,106.7,2014
22,Cleveland Cavaliers,82,19930,39.3,90.0,0.43700000000000006,7.6,21.2,0.35600000000000004,31.7,68.7,0.461,18.1,24.1,0.7509999999999999,12.8,34.0,46.8,22.5,7.5,3.9,15.0,21.2,104.2,2014
23,Charlotte Bobcats,82,19905,38.8,87.8,0.442,6.7,19.2,0.35100000000000003,32.1,68.6,0.46799999999999997,19.2,26.1,0.737,10.1,35.5,45.6,23.2,6.5,5.5,13.2,19.5,103.6,2014
24,Indiana Pacers,82,19780,38.7,86.2,0.449,7.2,20.2,0.35700000000000004,31.5,66.0,0.47700000000000004,19.5,25.0,0.779,10.9,37.1,48.1,21.7,7.2,5.9,16.2,22.0,104.1,2014
25,Orlando Magic,82,19955,38.8,87.1,0.445,7.2,20.5,0.353,31.6,66.6,0.474,16.8,22.0,0.763,10.2,34.1,44.3,22.2,8.1,4.5,15.7,21.6,101.7,2014
26,Boston Celtics,82,19730,39.1,89.7,0.435,7.5,22.5,0.33299999999999996,31.6,67.2,0.47,17.3,22.2,0.777,12.8,32.7,45.4,22.5,7.6,4.5,16.4,22.7,102.9,2014
27,Memphis Grizzlies,82,19805,42.1,90.7,0.46399999999999997,5.5,15.5,0.353,36.6,75.2,0.48700000000000004,16.7,22.5,0.741,12.8,34.1,46.9,24.2,8.5,5.1,15.2,21.1,106.3,2014
28,Milwaukee Bucks,82,19880,38.8,88.6,0.43799999999999994,7.2,20.4,0.353,31.6,68.2,0.46399999999999997,18.1,24.2,0.747,12.8,31.6,44.3,23.2,7.1,5.3,16.3,22.5,103.0,2014
29,Utah Jazz,82,19780,39.2,88.3,0.444,7.2,20.9,0.344,32.0,67.4,0.474,17.9,23.9,0.747,12.0,32.9,44.9,22.1,7.6,4.9,15.9,22.6,103.5,2014
30,Chicago Bulls,82,19930,38.0,87.8,0.43200000000000005,6.8,19.5,0.348,31.2,68.3,0.456,19.8,25.5,0.779,12.5,35.8,48.3,24.8,7.9,5.7,16.3,20.9,102.5,2014
1,Golden State Warriors,82,19730,42.2,88.3,0.478,10.9,27.4,0.39799999999999996,31.3,60.9,0.514,16.3,21.2,0.768,10.6,34.8,45.4,27.8,9.4,6.1,14.7,20.2,111.6,2015
2,Los Angeles Clippers,82,19730,41.5,87.7,0.473,10.6,28.3,0.376,30.8,59.4,0.519,18.9,26.5,0.71,10.1,34.8,44.9,26.1,8.2,5.3,13.0,22.5,112.4,2015
3,Dallas Mavericks,82,19880,41.3,89.3,0.46299999999999997,9.3,26.4,0.35200000000000004,32.0,62.8,0.509,17.6,23.4,0.752,10.9,33.1,44.0,23.4,8.4,4.7,13.5,20.9,109.5,2015
4,Toronto Raptors,82,19855,40.5,88.9,0.455,9.5,26.8,0.35200000000000004,31.0,62.1,0.499,20.6,26.2,0.787,11.5,32.9,44.4,22.1,8.0,4.6,13.8,22.3,111.0,2015
5,Oklahoma City Thunder,82,19830,40.3,90.0,0.447,8.0,23.6,0.33899999999999997,32.3,66.4,0.486,19.3,25.5,0.754,13.3,36.0,49.3,21.3,7.6,5.7,15.2,23.1,107.8,2015
6,Houston Rockets,82,19805,38.1,85.8,0.444,11.7,33.6,0.348,26.3,52.1,0.506,19.1,26.8,0.715,12.0,32.9,45.0,22.8,9.8,5.1,17.1,22.6,107.0,2015
7,San Antonio Spurs,82,19955,41.1,87.9,0.46799999999999997,8.7,23.7,0.36700000000000005,32.5,64.2,0.505,17.5,22.5,0.78,10.3,35.6,45.9,25.7,8.4,5.7,14.7,20.1,108.5,2015
8,Cleveland Cavaliers,82,19780,40.6,88.6,0.45799999999999996,10.9,29.6,0.36700000000000005,29.7,58.9,0.504,19.1,25.4,0.7509999999999999,12.0,34.3,46.3,23.8,7.9,4.5,15.4,19.8,111.1,2015
9,Portland Trail Blazers,82,19855,40.7,90.4,0.45,10.4,28.6,0.36200000000000004,30.4,61.8,0.491,16.3,20.4,0.8009999999999999,11.3,37.0,48.2,23.1,6.7,4.8,14.3,19.2,108.2,2015
10,Atlanta Hawks,82,19730,40.4,86.7,0.466,10.6,27.9,0.38,29.8,58.9,0.506,17.5,22.5,0.778,9.3,33.8,43.1,27.3,9.6,4.9,15.1,18.9,108.9,2015
11,Phoenix Suns,82,19880,39.8,88.3,0.452,8.8,25.7,0.341,31.1,62.6,0.49700000000000005,16.8,22.2,0.76,11.2,33.1,44.4,20.8,8.8,4.8,15.5,21.9,105.3,2015
12,Denver Nuggets,82,19880,38.9,89.9,0.433,8.3,25.5,0.325,30.6,64.4,0.47600000000000003,18.4,25.0,0.7340000000000001,12.7,33.3,46.0,22.5,8.1,4.6,14.6,23.6,104.5,2015
13,Boston Celtics,82,19880,40.2,90.8,0.44299999999999995,8.3,25.5,0.327,31.9,65.4,0.488,15.9,21.1,0.754,11.5,33.8,45.3,25.3,8.5,3.7,14.3,21.9,104.7,2015
14,Sacramento Kings,82,19855,38.2,83.9,0.455,5.8,17.1,0.341,32.3,66.8,0.484,23.2,30.4,0.762,11.3,34.6,45.9,21.1,7.0,4.1,16.9,21.5,105.3,2015
15,Chicago Bulls,82,19880,39.0,88.4,0.442,8.4,23.7,0.353,30.7,64.7,0.474,21.1,26.9,0.7829999999999999,12.5,36.3,48.8,23.2,6.7,6.2,14.9,19.5,107.5,2015
16,New Orleans Pelicans,82,19780,41.3,90.2,0.457,7.8,21.0,0.37,33.5,69.2,0.484,17.9,23.8,0.7509999999999999,12.5,34.8,47.3,24.0,7.3,6.8,14.4,20.3,108.2,2015
17,Washington Wizards,82,19955,40.3,87.2,0.462,6.4,17.7,0.36,33.9,69.4,0.488,16.8,22.6,0.742,11.1,36.0,47.0,25.3,7.7,4.9,15.8,21.9,103.7,2015
18,Detroit Pistons,82,19830,39.7,91.8,0.43200000000000005,9.2,26.6,0.344,30.5,65.1,0.46799999999999997,16.8,24.0,0.703,13.7,34.3,48.0,23.1,8.1,5.0,14.3,20.3,105.3,2015
19,Los Angeles Lakers,82,19930,39.1,89.9,0.435,6.8,19.8,0.344,32.3,70.1,0.461,18.4,24.8,0.741,12.2,33.9,46.1,22.0,7.4,4.7,13.9,22.3,103.4,2015
20,Memphis Grizzlies,82,19905,40.6,88.7,0.45799999999999996,5.5,16.3,0.33899999999999997,35.1,72.3,0.485,18.9,24.5,0.773,11.2,34.5,45.8,23.3,9.2,4.5,14.3,20.5,105.7,2015
21,Brooklyn Nets,82,19930,39.9,88.4,0.451,7.0,21.2,0.331,32.8,67.2,0.489,17.6,23.6,0.748,11.0,34.1,45.1,22.3,7.5,4.4,14.7,20.5,104.4,2015
22,Milwaukee Bucks,82,19930,39.5,86.0,0.45899999999999996,7.0,19.2,0.363,32.5,66.8,0.486,16.8,22.2,0.757,11.2,32.9,44.2,24.7,10.1,5.2,17.6,23.2,102.7,2015
23,Minnesota Timberwolves,82,19805,38.3,87.5,0.43799999999999994,5.2,15.7,0.332,33.1,71.8,0.461,21.0,27.1,0.7759999999999999,12.2,30.9,43.1,22.7,8.6,4.2,15.8,20.2,102.9,2015
24,Indiana Pacers,82,19855,38.9,88.5,0.439,7.9,22.6,0.35200000000000004,31.0,66.0,0.469,17.8,23.6,0.7559999999999999,11.1,36.6,47.7,22.8,6.6,4.9,14.9,22.6,103.5,2015
25,Orlando Magic,82,19755,39.8,87.9,0.45299999999999996,7.2,20.7,0.34700000000000003,32.6,67.2,0.486,14.8,20.3,0.7290000000000001,10.6,33.7,44.4,21.9,8.4,4.1,15.8,22.2,101.6,2015
26,Utah Jazz,82,19705,39.1,87.5,0.447,8.2,24.0,0.34299999999999997,30.9,63.5,0.486,18.7,26.0,0.721,13.3,35.3,48.6,22.0,8.4,6.6,16.9,21.3,105.1,2015
27,Miami Heat,82,19730,38.6,84.7,0.456,7.4,22.2,0.335,31.2,62.5,0.499,19.2,26.0,0.741,10.0,32.9,42.9,21.8,8.6,5.0,16.2,21.9,103.9,2015
28,Charlotte Hornets,82,19905,37.8,89.9,0.42,6.5,20.3,0.318,31.3,69.6,0.45,18.1,24.2,0.748,10.6,36.2,46.9,21.5,6.5,5.8,12.7,19.4,100.1,2015
29,Philadelphia 76ers,82,19805,35.0,85.8,0.408,8.8,27.3,0.32,26.2,58.4,0.449,16.7,24.7,0.6759999999999999,12.4,32.1,44.5,21.3,10.0,6.2,18.4,22.5,95.5,2015
30,New York Knicks,82,19855,38.2,89.2,0.428,7.4,21.4,0.34700000000000003,30.8,67.8,0.45399999999999996,16.1,20.9,0.769,11.5,32.4,43.9,23.1,7.6,5.1,16.0,23.4,99.9,2015
1,Denver Nuggets,82,19905,42.3,88.6,0.478,6.6,19.3,0.34299999999999997,35.7,69.3,0.516,19.1,27.2,0.701,13.8,33.0,46.8,25.4,9.7,6.8,15.9,21.3,110.4,2013
2,Houston Rockets,82,19780,39.4,85.6,0.461,10.9,29.9,0.366,28.5,55.7,0.511,19.9,26.3,0.754,11.5,33.5,45.0,24.0,8.6,4.5,17.0,21.0,109.7,2013
3,Oklahoma City Thunder,82,19830,40.5,84.3,0.48100000000000004,7.8,20.6,0.377,32.8,63.7,0.514,23.6,28.5,0.828,11.1,35.3,46.4,22.7,8.8,8.1,16.2,21.4,112.4,2013
4,San Antonio Spurs,82,19880,41.1,85.6,0.48100000000000004,8.5,22.6,0.376,32.6,62.9,0.519,17.5,22.1,0.7909999999999999,8.5,34.9,43.4,26.4,8.9,5.7,15.5,18.3,108.3,2013
5,Miami Heat,82,19880,41.9,84.5,0.496,9.5,24.1,0.396,32.4,60.4,0.536,18.9,25.1,0.754,9.0,33.2,42.2,25.2,9.5,5.9,15.2,20.4,112.3,2013
6,Los Angeles Lakers,82,19755,39.1,85.4,0.45799999999999996,9.2,25.9,0.355,29.9,59.5,0.503,20.4,29.4,0.6920000000000001,12.1,35.1,47.3,23.4,7.4,5.5,15.8,18.9,107.8,2013
7,Golden State Warriors,82,19805,40.2,87.7,0.45799999999999996,8.4,20.9,0.40299999999999997,31.7,66.8,0.475,17.7,22.4,0.79,11.4,35.9,47.3,23.7,7.3,4.4,15.9,22.5,106.4,2013
8,Dallas Mavericks,82,19980,40.6,88.0,0.462,7.7,20.8,0.37200000000000005,32.9,67.2,0.489,16.9,21.3,0.7929999999999999,9.8,34.1,43.9,24.3,8.3,5.8,14.6,21.7,105.9,2013
