Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YR
9,Los Angeles Clippers,82,19730,42.2,88.2,0.478,8.4,23.4,0.358,33.8,64.8,0.522,17.9,25.2,0.711,12.5,33.0,45.6,26.1,10.5,6.2,16.0,22.9,110.6,2013
10,Sacramento Kings,82,19830,39.9,89.2,0.447,7.9,21.7,0.363,32.0,67.5,0.474,18.6,24.2,0.769,12.2,30.8,43.0,22.1,8.7,4.4,15.5,22.2,106.2,2013
11,New York Knicks,82,19730,40.6,90.6,0.44799999999999995,12.1,32.1,0.376,28.5,58.5,0.48700000000000004,17.8,23.4,0.759,12.1,33.0,45.1,21.4,9.1,4.0,13.4,22.4,111.1,2013
12,Milwaukee Bucks,82,19830,40.0,92.0,0.435,7.7,21.3,0.36,32.3,70.6,0.457,16.0,21.7,0.736,13.7,32.4,46.1,24.0,8.8,7.0,14.8,19.9,103.6,2013
13,Utah Jazz,82,19880,40.4,89.1,0.45399999999999996,6.7,18.4,0.366,33.7,70.7,0.47700000000000004,19.1,25.0,0.764,13.1,32.6,45.8,24.7,9.2,6.8,16.1,23.2,106.7,2013
14,Atlanta Hawks,82,19855,40.2,86.7,0.46399999999999997,9.2,24.8,0.371,31.0,61.9,0.501,15.1,21.1,0.715,9.9,33.8,43.7,26.2,8.7,4.8,15.9,19.2,104.8,2013
15,Portland Trail Blazers,82,19855,39.8,88.8,0.44799999999999995,8.9,25.2,0.353,30.9,63.6,0.486,17.2,22.2,0.7759999999999999,11.6,32.7,44.3,23.6,7.1,4.7,15.9,20.1,105.8,2013
16,Toronto Raptors,82,19980,39.6,88.8,0.446,7.6,22.1,0.34299999999999997,32.0,66.7,0.48,19.2,24.3,0.7879999999999999,11.6,32.2,43.8,23.5,7.9,5.2,14.9,24.4,105.9,2013
17,Brooklyn Nets,82,19855,40.1,89.1,0.45,8.6,24.0,0.35700000000000004,31.5,65.1,0.484,19.5,26.7,0.731,14.3,33.5,47.8,22.7,8.2,5.3,16.4,20.4,108.2,2013
18,Cleveland Cavaliers,82,19730,39.5,91.0,0.434,7.2,20.8,0.34600000000000003,32.2,70.1,0.46,18.2,24.1,0.7559999999999999,13.2,31.1,44.3,22.3,8.5,4.4,15.1,22.9,104.3,2013
19,Minnesota Timberwolves,82,19730,38.6,87.8,0.439,5.9,19.3,0.305,32.7,68.5,0.47700000000000004,19.9,26.8,0.742,12.7,32.4,45.2,24.1,9.2,5.1,15.9,19.8,102.9,2013
20,Boston Celtics,81,19840,39.6,85.2,0.465,6.6,18.3,0.358,33.0,66.8,0.494,17.4,22.4,0.7759999999999999,8.6,33.4,42.0,24.3,8.8,4.8,15.6,22.6,103.1,2013
21,Phoenix Suns,82,19805,39.7,89.7,0.44299999999999995,6.2,18.9,0.33,33.5,70.8,0.473,15.6,21.0,0.7440000000000001,12.4,31.8,44.3,24.1,8.5,5.6,16.6,21.9,101.2,2013
22,Detroit Pistons,82,19805,39.7,88.6,0.449,6.8,19.2,0.35600000000000004,32.9,69.4,0.474,17.4,24.9,0.6990000000000001,13.2,32.9,46.1,23.2,7.7,5.3,16.6,21.7,103.8,2013
23,Orlando Magic,82,19780,40.7,90.9,0.44799999999999995,6.7,20.2,0.32899999999999996,34.1,70.6,0.48200000000000004,13.5,17.9,0.755,11.7,34.4,46.1,24.6,7.0,4.7,15.7,20.9,101.6,2013
24,New Orleans Hornets,82,19780,40.5,90.3,0.44799999999999995,7.3,20.2,0.363,33.2,70.1,0.473,17.4,22.4,0.7759999999999999,13.5,33.2,46.8,23.6,7.1,6.0,16.4,22.9,105.7,2013
25,Indiana Pacers,81,19590,38.7,88.6,0.436,7.5,21.7,0.34700000000000003,31.1,66.9,0.465,19.4,26.0,0.746,14.2,36.3,50.5,22.3,7.9,7.0,16.7,22.1,104.3,2013
26,Charlotte Bobcats,82,19805,37.4,88.1,0.425,6.2,18.5,0.335,31.2,69.6,0.44799999999999995,20.5,27.3,0.75,12.2,31.7,43.8,21.0,7.8,6.3,15.3,20.7,101.5,2013
27,Memphis Grizzlies,82,19805,40.6,91.5,0.444,5.2,15.2,0.345,35.4,76.4,0.46299999999999997,18.5,23.9,0.773,14.5,33.5,48.0,23.5,9.6,6.0,15.7,22.7,104.9,2013
28,Washington Wizards,82,19855,38.2,87.8,0.435,7.1,19.6,0.365,31.0,68.2,0.455,16.8,22.9,0.733,11.6,34.8,46.4,23.3,7.8,4.9,16.2,22.0,100.2,2013
29,Chicago Bulls,82,19830,39.6,90.7,0.43700000000000006,6.0,17.1,0.353,33.6,73.6,0.456,18.2,23.5,0.773,13.9,34.1,48.0,25.5,8.0,5.6,15.9,21.9,103.5,2013
30,Philadelphia 76ers,82,19755,40.8,92.0,0.444,6.9,19.2,0.36,33.9,72.9,0.466,13.4,18.4,0.7290000000000001,12.0,33.3,45.2,24.9,8.1,5.1,14.3,20.1,102.0,2013
1,Golden State Warriors,82,19730,42.9,85.3,0.503,11.3,28.9,0.391,31.5,56.3,0.56,16.6,20.4,0.815,8.4,35.1,43.6,29.3,8.0,7.5,15.5,19.6,113.6,2018
2,Houston Rockets,82,19755,39.5,86.0,0.46,15.6,43.2,0.36200000000000004,23.9,42.8,0.5579999999999999,20.0,25.7,0.7809999999999999,9.2,35.2,44.4,22.0,8.7,4.9,14.1,19.9,114.7,2018
3,New Orleans Pelicans,82,19955,41.9,86.6,0.483,10.0,27.7,0.36200000000000004,31.9,59.0,0.54,15.8,20.5,0.772,8.5,35.0,43.5,26.3,7.9,5.8,14.6,18.8,109.6,2018
4,Toronto Raptors,82,19830,42.0,89.1,0.47200000000000003,12.0,33.6,0.358,30.0,55.5,0.541,17.7,22.2,0.794,9.9,34.9,44.8,24.8,7.8,6.2,13.6,22.2,113.8,2018
5,Cleveland Cavaliers,82,19730,41.1,86.3,0.47600000000000003,12.2,32.7,0.37200000000000005,28.9,53.6,0.54,18.5,23.7,0.779,8.6,34.3,42.9,23.8,7.2,3.9,14.0,18.9,112.9,2018
6,Denver Nuggets,82,19880,41.6,88.5,0.47,11.7,31.6,0.371,29.9,56.9,0.525,17.5,22.8,0.767,11.2,34.3,45.5,25.7,7.8,5.0,15.3,19.1,112.5,2018
7,Philadelphia 76ers,82,19780,40.7,86.3,0.47200000000000003,11.0,29.7,0.369,29.8,56.6,0.526,17.1,22.7,0.752,10.9,36.4,47.3,27.0,8.3,5.1,16.4,22.0,109.5,2018
8,Minnesota Timberwolves,82,19805,42.5,89.2,0.47600000000000003,8.3,23.3,0.35700000000000004,34.2,65.9,0.519,20.1,25.0,0.804,10.7,32.7,43.4,23.5,8.7,4.4,12.9,18.9,113.4,2018
9,Los Angeles Clippers,82,19705,40.7,86.4,0.47100000000000003,9.6,27.1,0.354,31.2,59.3,0.525,19.2,25.8,0.743,10.3,34.1,44.4,22.6,7.7,4.6,14.9,20.2,110.3,2018
10,Charlotte Hornets,82,19780,39.4,87.6,0.45,10.2,27.5,0.369,29.3,60.1,0.48700000000000004,20.4,27.3,0.747,10.2,35.8,46.0,21.8,6.9,4.6,12.8,17.4,109.4,2018
11,Los Angeles Lakers,82,19905,40.1,87.1,0.461,9.9,28.6,0.345,30.2,58.4,0.517,16.4,23.0,0.7140000000000001,10.5,35.2,45.7,23.4,7.6,4.7,15.6,20.9,106.5,2018
12,Oklahoma City Thunder,82,19830,40.9,90.4,0.45299999999999996,11.0,31.2,0.354,29.9,59.2,0.505,17.8,24.8,0.716,12.8,33.4,46.2,21.9,9.3,5.2,14.4,20.7,110.7,2018
13,Washington Wizards,82,19855,41.0,87.8,0.467,10.2,27.2,0.375,30.8,60.6,0.508,17.2,22.3,0.772,10.3,33.9,44.2,25.8,8.1,4.4,15.0,21.8,109.3,2018
14,Brooklyn Nets,82,19855,38.3,87.0,0.441,12.7,35.7,0.35600000000000004,25.6,51.2,0.5,17.5,22.6,0.772,9.7,34.9,44.6,23.7,6.3,4.8,15.2,20.6,106.9,2018
15,Milwaukee Bucks,82,19830,41.0,85.6,0.478,9.0,25.5,0.355,31.9,60.1,0.531,18.8,24.1,0.7829999999999999,8.7,32.4,41.1,24.0,9.1,5.6,14.3,22.0,109.8,2018
16,Portland Trail Blazers,82,19755,40.6,89.8,0.452,10.6,29.1,0.366,29.9,60.7,0.493,17.3,21.6,0.8,10.5,36.4,46.9,20.1,7.2,5.3,14.0,20.1,109.1,2018
17,Indiana Pacers,82,19755,42.3,89.6,0.47200000000000003,9.4,25.4,0.369,32.9,64.2,0.513,15.5,19.9,0.779,10.0,34.0,43.9,23.0,9.1,4.3,13.8,19.5,109.5,2018
18,New York Knicks,82,19830,41.7,89.9,0.46399999999999997,8.4,23.9,0.35200000000000004,33.3,66.0,0.504,15.3,19.5,0.787,10.7,34.4,45.1,23.9,6.9,5.3,15.1,21.0,107.1,2018
19,Utah Jazz,82,19755,39.8,86.3,0.462,11.3,30.8,0.366,28.6,55.5,0.515,17.5,22.4,0.779,9.4,35.6,45.0,23.3,9.0,5.3,15.3,20.4,108.4,2018
20,Boston Celtics,82,19805,39.6,88.0,0.45,11.8,31.4,0.377,27.8,56.6,0.491,16.5,21.4,0.7709999999999999,9.7,36.3,46.0,23.2,7.6,4.7,14.5,20.4,107.6,2018
21,Phoenix Suns,82,19705,38.3,86.7,0.442,9.3,27.8,0.33399999999999996,29.0,59.0,0.49200000000000005,17.6,23.8,0.741,10.2,33.7,43.9,21.2,6.9,4.5,15.7,21.9,103.5,2018
22,Detroit Pistons,82,19805,40.4,89.8,0.45,11.2,29.9,0.373,29.2,59.9,0.488,15.2,20.4,0.745,10.5,34.7,45.2,23.5,7.9,4.0,13.9,19.0,107.2,2018
23,Miami Heat,82,19930,40.1,88.1,0.455,11.4,31.6,0.36,28.7,56.6,0.508,15.2,20.2,0.755,9.6,35.3,44.9,23.5,7.8,5.5,14.9,20.8,106.8,2018
24,Orlando Magic,82,19730,39.5,87.4,0.452,10.5,29.8,0.35100000000000003,29.0,57.5,0.504,15.8,20.8,0.757,9.0,33.4,42.4,23.8,7.7,5.0,14.8,19.6,105.2,2018
25,Atlanta Hawks,82,19705,38.8,86.9,0.446,11.4,31.5,0.36,27.4,55.4,0.495,16.1,20.5,0.785,9.2,33.4,42.6,24.1,7.9,4.3,15.8,19.9,105.0,2018
26,Chicago Bulls,82,19855,39.0,89.6,0.435,11.1,31.3,0.355,27.8,58.2,0.478,14.7,19.4,0.759,9.7,35.3,45.0,23.6,7.7,3.6,14.1,19.3,103.8,2018
27,San Antonio Spurs,82,19730,41.0,89.6,0.457,8.9,25.3,0.35200000000000004,32.1,64.3,0.499,17.0,22.0,0.772,10.9,35.6,46.4,23.9,8.0,5.9,13.8,18.0,107.9,2018
28,Dallas Mavericks,82,19805,39.6,89.2,0.444,12.3,34.1,0.36,27.4,55.2,0.496,14.8,19.4,0.763,8.4,34.4,42.9,23.5,7.3,3.9,12.8,20.0,106.3,2018
29,Memphis Grizzlies,82,19705,38.7,87.1,0.444,9.7,27.6,0.35200000000000004,28.9,59.5,0.486,17.5,22.2,0.7859999999999999,10.0,32.6,42.6,22.7,7.9,5.1,15.7,24.4,104.5,2018
30,Sacramento Kings,82,19755,40.7,90.4,0.45,9.4,25.2,0.375,31.2,65.2,0.479,12.9,17.5,0.735,9.9,33.0,42.9,22.6,8.2,4.4,14.4,21.0,103.7,2018
1,Dallas Mavericks,67,16180,41.7,90.2,0.462,15.4,41.6,0.369,26.4,48.6,0.542,17.9,23.2,0.773,10.7,36.5,47.1,24.5,6.3,5.0,12.8,19.1,116.7,2020
2,Milwaukee Bucks,65,15650,41.3,86.6,0.47700000000000004,13.0,36.7,0.35600000000000004,28.3,49.9,0.5670000000000001,16.9,22.8,0.742,9.0,40.1,49.1,24.6,7.0,5.7,14.1,18.2,112.6,2020
3,Houston Rockets,64,15435,39.6,87.3,0.45399999999999996,14.8,42.6,0.348,24.8,44.7,0.5539999999999999,19.7,25.0,0.787,10.0,33.3,43.3,20.7,8.1,5.0,14.1,20.8,113.8,2020
4,Portland Trail Blazers,66,15890,41.4,90.0,0.461,12.4,33.4,0.37200000000000005,29.0,56.5,0.513,17.2,21.5,0.7979999999999999,10.0,35.0,45.0,20.0,6.0,6.2,12.9,21.2,112.5,2020
5,Atlanta Hawks,67,16280,39.0,86.8,0.449,11.5,34.6,0.33299999999999996,27.4,52.2,0.525,17.7,22.4,0.79,9.5,32.0,41.5,23.0,7.5,4.9,15.5,22.2,107.2,2020
6,New Orleans Pelicans,64,15510,40.6,87.9,0.462,13.3,35.9,0.37200000000000005,27.3,52.0,0.525,16.1,22.1,0.7290000000000001,10.7,34.1,44.8,25.7,7.2,4.9,15.5,20.0,110.8,2020
7,Los Angeles Clippers,64,15435,40.7,87.7,0.46399999999999997,11.9,32.4,0.366,28.8,55.2,0.522,20.3,25.6,0.792,10.7,36.2,46.9,23.3,7.0,4.9,14.4,21.6,113.6,2020
8,Washington Wizards,64,15435,40.6,88.0,0.461,11.9,32.0,0.37200000000000005,28.6,56.0,0.511,18.9,24.0,0.787,9.7,30.6,40.3,24.5,7.8,4.1,13.6,21.8,111.9,2020
9,Memphis Grizzlies,65,15625,41.5,88.4,0.47,10.6,30.2,0.35200000000000004,30.9,58.2,0.531,15.7,20.7,0.7609999999999999,10.1,35.2,45.4,26.3,7.8,5.4,14.8,20.2,109.4,2020
10,Phoenix Suns,65,15675,40.0,86.2,0.46399999999999997,11.0,31.1,0.353,29.0,55.1,0.527,19.5,23.6,0.826,9.6,32.7,42.3,26.7,7.7,3.9,14.8,21.7,110.5,2020
11,Miami Heat,65,15825,39.8,84.8,0.47,13.4,35.0,0.38299999999999995,26.4,49.8,0.53,19.6,25.2,0.778,8.5,36.2,44.8,26.1,7.4,4.5,15.0,20.5,112.7,2020
12,Minnesota Timberwolves,64,15560,38.6,87.5,0.441,12.7,37.9,0.336,25.9,49.6,0.521,18.2,24.2,0.753,10.1,32.7,42.8,22.7,8.3,5.4,14.6,20.4,108.1,2020
13,Boston Celtics,64,15485,41.1,89.6,0.45899999999999996,12.4,34.2,0.363,28.7,55.4,0.519,18.3,22.8,0.8009999999999999,10.7,35.3,45.9,22.8,8.3,5.6,13.6,21.3,112.9,2020
14,Toronto Raptors,64,15460,40.1,87.4,0.45799999999999996,13.6,36.6,0.371,26.5,50.9,0.521,17.9,22.3,0.8,9.5,35.1,44.6,25.1,8.7,4.9,14.3,21.2,111.6,2020
15,Los Angeles Lakers,63,15170,42.4,87.5,0.485,11.0,31.1,0.355,31.4,56.4,0.556,17.1,23.5,0.73,10.5,35.1,45.6,25.6,8.5,6.7,14.9,20.4,113.0,2020
16,Denver Nuggets,65,15750,42.6,90.6,0.47100000000000003,11.1,31.0,0.358,31.5,59.6,0.529,16.2,20.9,0.775,11.0,34.2,45.1,27.0,8.3,4.7,14.0,20.4,112.5,2020
17,San Antonio Spurs,63,15295,41.6,88.5,0.47,10.5,28.4,0.371,31.1,60.1,0.517,18.2,22.5,0.809,8.7,35.2,43.9,24.3,7.1,5.4,12.1,19.0,111.9,2020
18,Philadelphia 76ers,65,15675,41.1,88.3,0.465,11.5,31.8,0.36200000000000004,29.6,56.5,0.523,16.7,22.2,0.752,10.4,35.4,45.8,26.1,8.2,5.4,14.3,20.8,110.4,2020
19,Indiana Pacers,65,15700,42.5,89.1,0.47700000000000004,10.1,27.7,0.363,32.5,61.4,0.529,15.2,19.3,0.787,8.9,34.3,43.2,26.2,7.3,5.2,13.2,19.8,110.3,2020
20,Utah Jazz,64,15385,40.7,85.8,0.475,13.4,34.9,0.38299999999999995,27.3,50.9,0.537,17.8,23.1,0.772,9.0,36.8,45.7,22.5,6.0,4.1,15.1,20.3,112.6,2020
21,Oklahoma City Thunder,64,15460,40.6,85.8,0.473,10.5,29.6,0.355,30.1,56.2,0.536,19.9,25.0,0.797,8.1,34.8,43.0,22.0,7.7,5.1,13.6,19.0,111.6,2020
22,Brooklyn Nets,64,15560,39.0,87.9,0.444,12.6,36.9,0.34,26.4,50.9,0.519,17.5,23.6,0.7440000000000001,10.6,36.7,47.3,23.5,6.3,4.5,15.1,20.2,108.1,2020
23,Detroit Pistons,66,15965,40.0,87.2,0.45899999999999996,12.2,33.2,0.36700000000000005,27.8,53.9,0.515,16.9,22.7,0.743,9.9,32.5,42.4,24.5,7.5,4.6,15.5,20.0,109.0,2020
24,New York Knicks,66,15965,40.2,89.9,0.447,9.6,28.5,0.337,30.6,61.4,0.499,16.4,23.6,0.6940000000000001,12.1,34.7,46.8,22.2,7.7,4.8,14.4,22.3,106.5,2020
25,Sacramento Kings,64,15510,40.6,88.4,0.45899999999999996,12.7,34.9,0.364,27.9,53.5,0.522,15.7,20.5,0.769,9.7,33.1,42.8,23.5,7.7,4.3,14.5,22.0,109.7,2020
26,Cleveland Cavaliers,65,15725,40.5,88.4,0.45799999999999996,11.2,32.0,0.35100000000000003,29.3,56.4,0.519,15.2,20.0,0.758,10.9,33.6,44.5,23.2,6.9,3.3,16.6,18.4,107.5,2020
27,Chicago Bulls,65,15675,39.5,88.5,0.447,12.2,35.1,0.348,27.3,53.5,0.511,15.5,20.5,0.755,10.4,31.4,41.8,23.2,10.0,4.1,15.4,21.8,106.7,2020
28,Orlando Magic,65,15625,39.8,90.2,0.442,11.1,32.5,0.341,28.7,57.7,0.498,17.2,22.4,0.77,10.5,34.7,45.2,24.4,8.5,5.8,12.8,17.9,108.0,2020
29,Golden State Warriors,65,15725,38.2,87.2,0.43799999999999994,10.3,30.9,0.33399999999999996,27.9,56.3,0.495,18.5,23.0,0.8029999999999999,9.8,32.5,42.4,25.3,8.1,4.5,14.7,19.8,105.2,2020
30,Charlotte Hornets,65,15750,38.6,88.8,0.434,12.5,35.5,0.35200000000000004,26.1,53.4,0.489,16.7,22.4,0.748,11.4,32.9,44.2,24.6,6.8,4.3,15.1,19.5,106.3,2020
1,Golden State Warriors,82,19780,43.0,86.8,0.495,11.9,31.2,0.38299999999999995,31.0,55.7,0.557,17.7,22.5,0.7879999999999999,9.4,34.9,44.3,30.3,9.5,6.7,14.7,19.3,115.6,2017
2,Houston Rockets,82,19780,40.1,86.8,0.462,14.3,40.1,0.35700000000000004,25.8,46.7,0.552,20.2,26.4,0.7659999999999999,10.8,33.3,44.1,25.1,8.1,4.3,15.0,19.8,114.7,2017
3,Denver Nuggets,82,19755,41.7,88.9,0.469,10.8,29.2,0.368,31.0,59.7,0.519,19.0,24.5,0.774,11.9,35.1,47.0,25.7,7.0,4.0,15.2,19.4,113.2,2017
4,Cleveland Cavaliers,82,19880,41.1,87.4,0.47,13.4,34.9,0.384,27.7,52.5,0.528,18.0,24.0,0.748,9.6,35.4,45.0,23.3,6.8,4.1,14.1,18.7,113.6,2017
5,Washington Wizards,82,19855,42.1,88.6,0.475,9.4,25.2,0.37200000000000005,32.7,63.4,0.515,17.6,22.5,0.784,10.5,33.2,43.6,24.3,8.6,4.2,14.4,21.7,111.2,2017
6,Los Angeles Clippers,82,19755,41.0,86.3,0.475,10.6,28.4,0.375,30.4,57.9,0.525,20.1,26.9,0.745,9.3,35.3,44.6,23.4,7.7,4.4,13.4,20.6,112.7,2017
7,Boston Celtics,82,19755,39.8,87.6,0.45399999999999996,12.4,34.4,0.359,27.4,53.2,0.515,19.3,23.9,0.807,9.3,33.9,43.2,26.0,7.7,4.3,13.7,21.2,111.2,2017
8,Portland Trail Blazers,82,19930,40.4,87.9,0.45899999999999996,10.6,28.3,0.375,29.8,59.6,0.499,18.8,24.2,0.78,10.3,34.3,44.6,21.6,7.2,5.1,14.0,21.6,110.3,2017
9,Phoenix Suns,82,19830,39.5,87.6,0.45,7.4,22.4,0.332,32.0,65.3,0.491,20.2,26.1,0.7759999999999999,11.8,32.7,44.5,19.4,8.1,4.8,15.3,24.5,106.6,2017
10,Toronto Raptors,82,19780,41.1,88.6,0.46399999999999997,9.3,25.6,0.363,31.9,63.1,0.505,20.7,26.0,0.7959999999999999,11.2,34.3,45.4,19.4,8.7,5.1,13.3,21.9,112.3,2017
11,Oklahoma City Thunder,82,19805,40.1,88.8,0.452,8.6,26.2,0.327,31.5,62.6,0.504,19.5,26.2,0.745,12.4,34.9,47.4,21.3,8.0,5.1,15.2,21.2,108.3,2017
12,Brooklyn Nets,82,19755,37.2,83.8,0.444,10.5,31.1,0.33799999999999997,26.7,52.7,0.506,19.1,24.2,0.7879999999999999,8.7,34.5,43.2,21.1,7.1,4.6,16.3,20.7,104.1,2017
13,Minnesota Timberwolves,82,19805,41.4,88.6,0.467,7.7,22.1,0.349,33.7,66.6,0.507,20.3,25.4,0.799,12.0,32.5,44.5,24.8,8.4,4.7,14.7,21.1,110.8,2017
14,San Antonio Spurs,82,19805,41.5,88.3,0.469,9.7,24.8,0.391,31.8,63.5,0.5,18.5,23.2,0.797,10.6,35.7,46.3,25.1,8.4,6.2,14.2,19.3,111.1,2017
15,Indiana Pacers,82,19855,40.6,87.4,0.465,8.9,23.8,0.376,31.7,63.6,0.498,18.5,22.8,0.81,9.4,34.1,43.4,23.2,8.4,5.2,14.2,20.1,108.6,2017
16,Charlotte Hornets,82,19830,39.1,88.5,0.442,10.4,29.7,0.35100000000000003,28.7,58.9,0.488,20.1,24.7,0.815,9.1,36.1,45.2,23.9,7.2,4.9,11.9,17.2,108.8,2017
17,Los Angeles Lakers,82,19705,39.9,88.6,0.45,9.0,26.1,0.34600000000000003,30.8,62.5,0.493,17.3,22.9,0.754,11.5,32.6,44.1,21.2,8.3,4.0,15.4,21.0,106.0,2017
18,New Orleans Pelicans,82,19905,39.5,87.7,0.45,9.4,27.0,0.35,30.0,60.7,0.495,16.8,22.4,0.75,8.6,35.4,44.1,23.0,7.8,5.6,13.0,18.3,105.2,2017
19,New York Knicks,82,19855,40.9,91.4,0.447,8.9,25.5,0.348,32.0,65.9,0.485,17.2,21.8,0.7879999999999999,12.4,34.3,46.7,22.5,7.3,5.7,14.3,21.0,107.7,2017
20,Milwaukee Bucks,82,19780,40.9,86.2,0.474,9.2,25.0,0.37,31.6,61.2,0.516,18.1,23.6,0.768,9.3,33.2,42.5,25.5,8.6,5.6,14.7,21.3,109.1,2017
21,Miami Heat,82,19780,40.8,89.7,0.455,10.3,28.2,0.365,30.5,61.5,0.496,15.9,22.5,0.706,11.1,34.5,45.6,22.2,7.5,6.0,14.0,21.4,107.8,2017
22,Atlanta Hawks,82,19880,38.7,85.8,0.451,9.0,26.5,0.341,29.7,59.3,0.501,18.4,25.3,0.728,10.4,34.6,45.1,24.0,8.3,4.9,16.0,18.5,104.9,2017
23,Chicago Bulls,82,19780,40.4,90.9,0.444,7.9,23.3,0.34,32.4,67.6,0.479,18.8,23.5,0.7979999999999999,12.7,35.6,48.3,23.6,8.2,5.0,14.2,18.5,107.4,2017
24,Sacramento Kings,82,19880,39.5,85.7,0.461,9.4,24.9,0.376,30.1,60.8,0.496,18.9,24.3,0.775,9.1,33.7,42.8,23.5,8.0,4.1,15.3,21.2,107.3,2017
25,Philadelphia 76ers,82,19830,37.9,85.9,0.442,10.2,30.0,0.34,27.7,55.9,0.496,17.1,22.2,0.7709999999999999,9.9,33.2,43.2,23.9,8.5,5.2,16.8,22.0,103.2,2017
26,Detroit Pistons,82,19805,41.7,92.9,0.449,8.0,24.4,0.33,33.6,68.5,0.49200000000000005,14.5,20.2,0.7190000000000001,11.6,36.2,47.8,22.1,7.3,4.0,12.4,18.7,106.0,2017
27,Orlando Magic,82,19805,39.3,89.3,0.44,8.8,26.8,0.32799999999999996,30.5,62.5,0.488,16.4,21.9,0.747,10.1,34.2,44.3,22.8,7.3,5.0,13.7,19.8,103.7,2017
28,Utah Jazz,82,19755,40.2,86.5,0.466,10.5,28.2,0.37200000000000005,29.8,58.2,0.511,18.6,24.9,0.747,10.2,36.8,47.0,21.9,7.3,5.4,14.8,20.5,109.6,2017
29,Memphis Grizzlies,82,19905,39.0,89.6,0.435,10.0,28.3,0.354,29.0,61.2,0.473,19.7,25.1,0.784,11.6,34.3,45.8,22.8,8.5,4.5,13.8,24.0,107.7,2017
30,Dallas Mavericks,82,19780,39.0,88.8,0.44,11.6,32.5,0.355,27.5,56.3,0.489,16.0,19.9,0.8009999999999999,8.5,33.1,41.6,22.4,8.1,4.0,12.8,20.6,105.6,2017
1,Milwaukee Bucks,82,19780,41.8,87.8,0.47600000000000003,13.0,36.8,0.353,28.8,50.9,0.565,17.3,22.4,0.773,9.0,39.0,47.9,25.1,7.2,5.7,13.4,18.9,113.8,2019
2,Golden State Warriors,82,19805,43.4,88.4,0.491,13.1,33.9,0.385,30.3,54.5,0.557,16.1,20.1,0.8009999999999999,9.6,35.9,45.5,29.0,7.5,6.3,14.0,21.1,115.9,2019
3,New Orleans Pelicans,82,19755,42.1,89.0,0.473,9.9,28.8,0.344,32.2,60.2,0.536,17.2,22.6,0.7609999999999999,10.7,34.9,45.6,26.1,7.2,5.2,14.3,20.4,111.4,2019
4,Philadelphia 76ers,82,19805,40.6,86.2,0.47100000000000003,10.6,29.5,0.359,30.0,56.7,0.529,20.8,26.9,0.7709999999999999,10.6,36.1,46.7,26.3,7.2,5.2,14.6,20.8,112.6,2019
5,Los Angeles Clippers,82,19830,40.3,85.4,0.47100000000000003,9.8,25.2,0.38799999999999996,30.5,60.2,0.507,22.1,27.8,0.792,9.5,34.9,44.4,23.4,6.7,4.6,14.2,22.8,112.4,2019
6,Portland Trail Blazers,82,19855,42.3,90.6,0.467,11.0,30.7,0.359,31.3,59.8,0.523,19.0,23.3,0.8140000000000001,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7,2019
7,Oklahoma City Thunder,82,19855,41.1,90.6,0.45399999999999996,11.0,31.5,0.348,30.1,59.1,0.51,17.2,24.1,0.713,12.1,34.2,46.3,22.5,9.0,5.0,13.5,21.6,110.3,2019
8,Toronto Raptors,82,19880,41.7,88.1,0.474,12.2,33.4,0.366,29.5,54.7,0.539,17.5,21.7,0.804,9.5,35.2,44.7,25.1,8.2,5.3,13.9,20.8,113.1,2019
9,Sacramento Kings,82,19730,41.8,90.1,0.46399999999999997,10.9,29.0,0.37799999999999995,30.8,61.1,0.504,16.0,22.0,0.726,10.7,33.2,43.9,24.6,8.0,4.3,12.9,20.7,110.4,2019
10,Washington Wizards,82,19930,41.1,87.8,0.46799999999999997,11.0,32.4,0.341,30.0,55.3,0.5429999999999999,17.9,23.3,0.768,9.4,31.8,41.3,25.6,8.1,4.5,13.7,20.2,111.1,2019
11,Houston Rockets,82,19830,39.8,88.6,0.449,16.4,46.0,0.35600000000000004,23.4,42.6,0.551,19.6,24.7,0.7909999999999999,10.3,32.3,42.7,21.5,8.7,5.0,13.5,22.3,115.5,2019
12,Atlanta Hawks,82,19855,39.5,87.6,0.451,12.4,35.3,0.35200000000000004,27.1,52.2,0.518,16.8,22.3,0.752,11.1,32.9,44.0,24.6,7.9,4.9,16.3,22.5,108.1,2019
13,Minnesota Timberwolves,82,19830,41.2,90.4,0.456,10.0,28.5,0.35100000000000003,31.2,61.9,0.504,19.0,24.1,0.787,11.2,33.2,44.4,24.4,8.3,5.0,13.0,20.1,111.4,2019
14,Boston Celtics,82,19780,42.0,90.4,0.465,12.6,34.4,0.365,29.5,55.9,0.527,15.6,19.5,0.802,9.8,34.7,44.5,26.2,8.6,5.3,12.8,20.3,112.2,2019
15,Brooklyn Nets,82,19980,39.3,87.6,0.449,12.5,35.3,0.353,26.8,52.3,0.513,18.5,24.9,0.745,10.7,34.8,45.5,23.3,6.4,4.0,14.7,21.0,109.6,2019
