Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YR
4,Washington Bullets,82,19780,41.7,88.8,0.47,0.4,2.1,0.21,41.3,86.7,0.47600000000000003,18.8,25.6,0.735,14.3,31.3,45.5,24.4,8.8,5.6,16.7,22.4,102.7,1981
5,Seattle SuperSonics,82,19780,41.8,89.8,0.465,0.5,1.9,0.268,41.3,87.9,0.47,20.8,28.1,0.74,15.1,28.5,43.6,24.7,9.0,4.7,16.3,24.7,104.8,1981
6,Milwaukee Bucks,82,19755,38.8,84.6,0.45899999999999996,0.4,2.3,0.17600000000000002,38.4,82.3,0.467,23.7,31.7,0.7490000000000001,14.8,25.9,40.7,23.8,8.6,4.7,19.6,24.0,101.8,1981
7,Detroit Pistons,82,19755,42.0,82.5,0.509,0.4,1.5,0.244,41.6,80.9,0.514,20.0,26.6,0.75,13.1,28.8,41.8,24.4,9.5,7.0,21.6,25.1,104.3,1981
8,Indiana Pacers,82,19730,41.7,85.2,0.489,0.5,2.2,0.22899999999999998,41.2,83.1,0.496,21.2,27.6,0.767,15.0,29.0,44.0,25.5,8.4,5.3,19.9,24.9,105.0,1981
9,New York Knicks,82,19830,42.6,85.0,0.501,0.5,2.1,0.25,42.1,82.9,0.508,18.7,24.9,0.7509999999999999,13.7,29.4,43.2,25.0,8.3,5.4,19.9,23.9,104.4,1981
10,Kansas City Kings,82,19830,40.9,85.0,0.48100000000000004,0.4,1.8,0.203,40.5,83.2,0.48700000000000004,22.6,29.9,0.7559999999999999,13.6,30.0,43.6,22.2,8.6,4.6,18.2,24.1,104.7,1981
11,Chicago Bulls,82,19780,42.5,86.9,0.489,0.6,2.7,0.233,41.9,84.2,0.49700000000000005,20.1,26.7,0.755,13.8,25.3,39.1,23.5,9.5,5.3,18.1,25.7,105.8,1981
12,Utah Jazz,82,19730,42.7,87.4,0.489,0.6,1.8,0.306,42.2,85.6,0.493,23.4,30.8,0.76,14.4,30.4,44.8,24.7,7.4,5.1,16.2,23.1,109.4,1981
13,Los Angeles Lakers,82,19805,42.3,90.9,0.465,0.5,2.2,0.228,41.8,88.7,0.47100000000000003,18.9,25.5,0.741,16.3,26.8,43.1,26.9,8.9,4.2,17.4,22.1,103.9,1981
14,Houston Rockets,82,19805,43.6,88.5,0.493,0.6,2.1,0.287,43.0,86.4,0.498,18.9,25.4,0.7440000000000001,14.2,28.5,42.7,26.4,8.3,4.4,17.2,23.8,106.7,1981
15,Atlanta Hawks,82,19930,41.2,83.2,0.495,0.4,1.8,0.21100000000000002,40.8,81.4,0.502,24.5,32.0,0.7659999999999999,14.6,28.1,42.7,23.4,9.1,6.7,20.4,26.8,107.3,1981
16,San Diego Clippers,82,19730,42.6,84.4,0.505,0.4,1.9,0.21600000000000003,42.2,82.5,0.511,22.1,29.5,0.747,13.2,28.8,42.1,25.4,8.3,4.8,18.8,24.3,107.6,1981
17,San Antonio Spurs,82,19805,42.2,89.3,0.47200000000000003,0.5,2.0,0.268,41.6,87.3,0.47700000000000004,20.8,28.1,0.74,14.3,25.6,39.9,26.0,8.2,5.7,16.7,25.9,105.7,1981
18,Portland Trail Blazers,82,19855,42.1,86.3,0.488,0.4,1.7,0.228,41.7,84.5,0.493,21.2,27.9,0.759,14.7,28.4,43.0,24.7,9.4,5.0,18.5,22.7,105.7,1981
19,Dallas Mavericks,82,19780,44.5,86.8,0.513,0.4,1.7,0.263,44.1,85.2,0.518,21.3,28.3,0.754,14.4,30.7,45.2,25.8,8.8,5.9,17.6,26.9,110.8,1981
20,Cleveland Cavaliers,82,19780,43.4,86.3,0.503,0.6,2.0,0.31,42.8,84.3,0.508,21.7,28.8,0.752,13.9,30.1,44.0,26.1,8.2,5.5,17.7,23.5,109.1,1981
21,Golden State Warriors,82,19730,43.7,86.8,0.504,0.4,1.9,0.231,43.3,84.9,0.51,21.7,29.0,0.748,13.7,26.6,40.3,26.8,8.6,4.7,16.7,25.2,109.7,1981
22,New Jersey Nets,82,19805,41.6,82.4,0.505,0.3,1.5,0.215,41.3,80.9,0.51,23.1,30.7,0.755,12.2,28.8,41.0,24.7,9.4,5.8,18.9,24.1,106.7,1981
23,Denver Nuggets,82,19955,44.5,87.8,0.506,0.5,1.8,0.272,44.0,86.1,0.511,20.4,27.5,0.743,14.5,29.4,43.8,27.7,7.7,6.0,17.0,26.1,109.8,1981
1,Chicago Bulls,82,19855,41.5,88.2,0.47,1.4,4.7,0.293,40.1,83.6,0.48,21.1,27.9,0.757,13.0,28.7,41.7,26.3,7.6,5.3,15.8,23.8,105.5,1988
2,Cleveland Cavaliers,82,19780,42.2,88.5,0.47600000000000003,1.6,5.0,0.318,40.6,83.5,0.486,20.1,25.5,0.7879999999999999,14.4,28.1,42.6,24.8,8.6,5.6,17.9,25.2,106.0,1988
3,Detroit Pistons,82,19780,41.1,88.0,0.467,1.4,4.9,0.289,39.7,83.2,0.478,21.6,28.4,0.762,14.1,28.1,42.2,24.2,8.0,5.0,16.4,26.7,105.3,1988
4,Atlanta Hawks,82,19780,40.8,86.7,0.47100000000000003,1.7,5.1,0.335,39.1,81.6,0.48,24.3,31.2,0.777,14.6,29.6,44.2,24.9,8.1,4.4,16.6,25.3,107.6,1988
5,Utah Jazz,82,19705,39.3,87.4,0.449,1.8,5.6,0.315,37.5,81.8,0.45899999999999996,22.9,29.7,0.77,15.3,29.3,44.6,23.9,9.2,5.7,17.6,24.1,103.1,1988
6,Dallas Mavericks,82,19755,43.4,92.5,0.47,2.1,6.5,0.32299999999999995,41.3,86.0,0.48100000000000004,18.8,24.5,0.7659999999999999,15.0,28.0,43.0,28.1,7.7,5.5,15.4,25.0,107.7,1988
7,Indiana Pacers,82,19705,41.4,87.7,0.47200000000000003,1.5,4.6,0.321,40.0,83.2,0.48100000000000004,23.1,30.4,0.76,14.4,31.1,45.5,24.0,8.7,5.1,15.8,23.1,107.4,1988
8,Milwaukee Bucks,82,19780,41.6,87.8,0.473,1.7,5.5,0.301,39.9,82.3,0.485,22.8,30.0,0.76,14.6,29.8,44.4,26.6,7.7,5.6,16.7,24.3,107.6,1988
9,New York Knicks,82,19805,39.2,82.1,0.47700000000000004,1.4,4.6,0.304,37.8,77.5,0.48700000000000004,26.6,34.3,0.7759999999999999,14.1,27.9,42.1,24.5,8.6,5.5,20.0,24.1,106.4,1988
10,Washington Bullets,82,19880,42.6,89.0,0.478,1.6,4.8,0.32799999999999996,41.0,84.2,0.48700000000000004,20.5,27.6,0.7440000000000001,15.1,29.1,44.2,26.3,8.5,6.5,17.0,24.2,107.2,1988
11,Los Angeles Lakers,82,19805,43.4,91.3,0.47600000000000003,1.6,5.4,0.298,41.8,85.9,0.48700000000000004,18.8,24.7,0.7609999999999999,14.4,27.5,41.9,26.9,9.0,4.8,15.2,23.7,107.3,1988
12,Philadelphia 76ers,82,19905,44.0,88.7,0.496,1.8,5.3,0.33799999999999997,42.2,83.4,0.506,20.6,27.2,0.758,13.9,27.9,41.9,27.8,9.0,5.5,16.1,26.6,110.3,1988
13,Houston Rockets,82,19680,41.4,88.9,0.465,1.3,4.7,0.275,40.1,84.2,0.47600000000000003,21.6,28.2,0.767,15.1,30.0,45.1,23.4,8.8,4.4,16.8,24.1,105.7,1988
14,Boston Celtics,82,19780,43.3,89.9,0.48200000000000004,1.4,4.5,0.301,42.0,85.4,0.491,21.4,27.9,0.767,13.9,27.2,41.1,25.5,9.1,4.3,14.6,24.6,109.4,1988
15,New Jersey Nets,82,19780,42.3,85.2,0.49700000000000005,1.6,4.5,0.361,40.7,80.7,0.504,23.3,29.8,0.7829999999999999,12.7,30.3,43.0,24.5,10.0,6.4,17.6,23.9,109.6,1988
16,Los Angeles Clippers,82,19805,42.2,88.5,0.47700000000000004,1.5,4.4,0.342,40.7,84.1,0.484,21.6,27.8,0.779,14.9,32.0,47.0,27.6,10.1,5.8,17.5,23.0,107.6,1988
17,Seattle SuperSonics,82,19855,39.8,82.0,0.485,1.6,4.8,0.325,38.2,77.2,0.495,27.0,36.1,0.7490000000000001,13.6,27.8,41.4,23.7,7.3,5.1,18.5,23.7,108.1,1988
18,Portland Trail Blazers,82,19730,41.0,86.2,0.47600000000000003,1.7,5.4,0.305,39.3,80.8,0.48700000000000004,23.7,30.9,0.768,13.5,28.2,41.7,25.3,7.6,4.4,16.9,25.1,107.4,1988
19,Denver Nuggets,82,19780,41.5,84.6,0.49,1.3,4.3,0.3,40.2,80.3,0.501,22.0,28.8,0.762,13.6,31.6,45.2,25.0,7.1,5.9,18.5,22.9,106.3,1988
20,Phoenix Suns,82,19730,43.4,87.1,0.498,1.5,5.1,0.304,41.8,82.0,0.51,23.1,30.1,0.767,13.3,29.0,42.3,26.7,8.5,5.3,15.6,22.8,111.4,1988
21,Sacramento Kings,82,19780,44.7,89.7,0.498,1.4,4.4,0.324,43.3,85.3,0.507,21.3,28.0,0.7609999999999999,13.9,29.1,43.0,26.2,9.4,6.4,14.4,23.5,112.1,1988
22,Golden State Warriors,82,19780,43.3,86.5,0.501,1.8,5.6,0.32299999999999995,41.5,80.9,0.513,24.4,32.2,0.758,14.4,30.0,44.4,27.1,8.9,5.2,16.9,21.6,112.9,1988
23,San Antonio Spurs,82,19805,44.7,89.2,0.502,1.8,5.2,0.349,42.9,83.9,0.511,21.5,27.8,0.7759999999999999,15.0,29.2,44.2,28.7,8.0,6.2,16.6,22.9,112.8,1988
1,Atlanta Hawks,82,19880,40.0,85.2,0.47,0.6,2.4,0.247,39.4,82.8,0.47600000000000003,24.0,31.5,0.762,14.4,30.3,44.7,23.7,7.3,5.5,18.3,27.7,104.6,1982
2,Washington Bullets,82,19830,40.9,88.0,0.465,0.5,2.2,0.24,40.4,85.8,0.47100000000000003,20.0,27.2,0.735,13.5,30.6,44.2,23.0,7.6,6.6,16.1,23.2,102.5,1982
3,Phoenix Suns,82,19830,40.7,87.4,0.466,0.6,2.4,0.255,40.1,84.9,0.47200000000000003,20.3,26.9,0.754,14.1,28.8,42.8,23.7,9.4,4.4,16.9,25.1,102.4,1982
4,Milwaukee Bucks,82,19805,40.0,85.6,0.467,0.7,2.7,0.254,39.3,82.9,0.474,21.7,29.9,0.725,14.2,26.1,40.3,24.4,8.7,4.2,18.6,26.5,102.3,1982
5,Seattle SuperSonics,82,19830,41.3,89.6,0.461,0.6,2.4,0.239,40.7,87.2,0.467,19.2,26.4,0.727,15.0,29.3,44.3,24.1,8.0,3.8,17.0,26.0,102.3,1982
6,Indiana Pacers,82,19830,42.5,86.6,0.491,0.4,2.2,0.18600000000000003,42.1,84.3,0.499,19.1,26.1,0.73,14.8,31.8,46.6,25.2,8.3,4.9,18.6,24.7,104.6,1982
7,Philadelphia 76ers,82,19855,40.5,85.1,0.47600000000000003,0.7,2.5,0.259,39.8,82.6,0.483,22.3,30.0,0.742,15.5,28.2,43.7,23.6,8.4,5.6,19.4,26.6,103.9,1982
8,Boston Celtics,82,19780,41.7,88.8,0.47,0.5,2.4,0.192,41.3,86.4,0.478,19.6,26.0,0.754,14.3,26.9,41.1,23.6,8.1,4.4,17.1,26.8,103.5,1982
9,Houston Rockets,82,19780,44.5,89.6,0.49700000000000005,0.6,2.5,0.23800000000000002,43.9,87.1,0.504,18.8,25.1,0.747,14.6,28.7,43.3,26.6,8.5,4.4,16.7,25.5,108.3,1982
10,New Jersey Nets,82,19780,39.4,81.6,0.48200000000000004,0.7,2.2,0.31,38.7,79.4,0.48700000000000004,22.9,30.6,0.7490000000000001,13.4,27.6,41.1,22.7,9.8,6.3,21.3,25.5,102.3,1982
11,Chicago Bulls,82,19880,44.6,90.1,0.495,0.7,2.4,0.299,43.9,87.7,0.501,18.7,25.0,0.747,13.8,27.1,41.0,24.9,9.8,5.7,15.3,27.1,108.6,1982
12,New York Knicks,82,19830,43.1,85.4,0.505,0.6,2.0,0.304,42.5,83.4,0.509,21.8,28.8,0.757,13.7,28.8,42.5,25.4,8.6,4.4,17.8,24.5,108.6,1982
13,Dallas Mavericks,82,19730,43.6,85.9,0.508,0.4,1.7,0.225,43.2,84.1,0.513,22.8,30.8,0.741,13.7,29.2,42.8,24.5,7.9,6.3,16.9,27.7,110.4,1982
14,Portland Trail Blazers,82,19780,43.9,88.1,0.499,0.7,2.5,0.262,43.3,85.6,0.506,19.7,26.0,0.758,14.7,28.6,43.3,25.5,8.5,5.2,17.5,25.9,108.2,1982
15,Los Angeles Lakers,82,19855,43.9,90.0,0.488,0.9,2.5,0.366,43.0,87.5,0.491,16.8,23.5,0.7140000000000001,14.9,26.4,41.4,27.2,8.4,5.1,17.4,23.5,105.5,1982
16,Golden State Warriors,82,19780,42.5,86.7,0.49,0.5,2.1,0.233,42.0,84.7,0.49700000000000005,22.2,29.5,0.753,13.3,28.8,42.1,24.9,7.9,4.7,16.4,25.8,107.7,1982
17,Kansas City Kings,82,19880,41.4,82.8,0.5,0.6,1.9,0.304,40.9,81.0,0.505,23.8,31.5,0.7559999999999999,13.9,30.3,44.2,22.0,8.4,5.3,19.1,25.3,107.2,1982
18,San Antonio Spurs,82,19755,42.3,87.5,0.483,0.7,2.4,0.29100000000000004,41.6,85.2,0.488,22.4,29.6,0.758,13.6,28.8,42.5,24.1,7.2,5.1,16.0,25.8,107.6,1982
19,Cleveland Cavaliers,82,19805,44.0,86.0,0.512,0.5,1.6,0.298,43.6,84.4,0.516,23.3,30.9,0.754,13.7,30.9,44.6,26.5,8.0,5.9,17.2,25.3,111.8,1982
20,Detroit Pistons,82,19830,43.5,85.4,0.509,0.5,2.0,0.23399999999999999,43.0,83.4,0.516,19.1,25.7,0.745,13.5,28.3,41.7,25.4,9.1,6.7,19.0,27.7,106.6,1982
21,San Diego Clippers,82,19755,44.8,85.1,0.526,0.4,1.7,0.247,44.4,83.4,0.532,23.8,31.7,0.7509999999999999,12.4,27.3,39.6,25.5,9.2,5.8,16.0,25.4,113.8,1982
22,Utah Jazz,82,19780,44.8,88.0,0.509,0.6,2.3,0.255,44.2,85.6,0.516,21.5,28.8,0.745,14.6,30.4,45.0,25.1,7.7,4.9,16.5,24.0,111.7,1982
23,Denver Nuggets,82,19830,47.0,89.8,0.524,0.7,2.5,0.282,46.3,87.3,0.531,19.1,26.0,0.737,15.0,27.1,42.1,27.7,8.3,6.3,16.3,27.0,113.9,1982
1,Detroit Pistons,82,19805,40.3,88.9,0.45299999999999996,2.1,6.6,0.312,38.2,82.3,0.46399999999999997,22.1,28.7,0.77,13.2,30.0,43.2,22.9,7.7,3.8,14.9,26.2,104.6,1991
2,Los Angeles Lakers,82,19830,43.1,93.4,0.462,2.3,7.4,0.311,40.8,86.0,0.475,16.4,21.9,0.752,14.5,28.1,42.7,25.7,8.6,4.3,15.1,23.4,105.0,1991
3,Utah Jazz,82,19780,41.0,89.3,0.45899999999999996,2.6,8.5,0.307,38.4,80.8,0.475,20.6,26.6,0.773,14.0,29.0,43.0,23.7,8.7,5.2,16.0,25.4,105.1,1991
4,Chicago Bulls,82,19755,41.5,87.5,0.475,2.4,8.0,0.304,39.1,79.5,0.49200000000000005,19.7,25.6,0.77,13.5,27.5,41.0,25.6,8.0,4.4,17.8,23.2,105.2,1991
5,San Antonio Spurs,82,19830,40.1,89.5,0.44799999999999995,2.7,8.6,0.31,37.4,80.9,0.46299999999999997,20.4,26.9,0.7609999999999999,13.8,27.9,41.6,23.7,9.8,5.4,15.5,24.7,103.3,1991
6,Houston Rockets,82,19855,41.0,89.8,0.456,2.2,7.6,0.295,38.7,82.2,0.47100000000000003,19.7,25.6,0.7709999999999999,15.2,29.8,45.1,24.1,8.7,4.4,17.4,21.9,103.9,1991
7,New York Knicks,82,19955,43.2,90.7,0.47600000000000003,2.3,6.9,0.336,40.9,83.8,0.488,18.6,24.1,0.773,14.2,29.6,43.8,25.3,9.2,4.7,15.7,23.0,107.3,1991
8,Sacramento Kings,82,19705,40.4,86.0,0.47,2.0,6.3,0.316,38.4,79.7,0.48200000000000004,26.3,34.5,0.7609999999999999,15.0,32.7,47.7,24.6,9.0,5.8,16.9,23.8,109.1,1991
9,Minnesota Timberwolves,82,19905,43.4,88.5,0.49,2.2,6.6,0.33899999999999997,41.1,81.9,0.502,21.9,29.0,0.757,14.3,31.1,45.4,28.0,6.7,6.7,16.2,22.1,110.9,1991
10,Milwaukee Bucks,82,19855,41.4,85.2,0.486,2.4,7.2,0.32899999999999996,39.0,78.0,0.5,22.1,29.1,0.759,13.9,29.1,43.0,25.4,8.9,5.8,19.3,24.0,107.2,1991
11,Cleveland Cavaliers,82,19830,44.0,90.5,0.486,2.1,6.4,0.32299999999999995,41.9,84.1,0.498,18.6,24.4,0.764,14.0,30.5,44.5,27.3,9.0,5.0,15.6,24.1,108.7,1991
12,Dallas Mavericks,82,19805,43.1,89.4,0.48200000000000004,2.3,7.5,0.305,40.8,81.9,0.498,21.9,29.6,0.74,14.4,32.0,46.4,26.1,8.4,5.1,14.8,22.9,110.3,1991
13,Seattle SuperSonics,82,19880,41.2,84.6,0.488,2.6,7.9,0.327,38.6,76.6,0.504,23.4,30.9,0.759,13.9,27.0,40.9,23.2,9.1,5.6,18.6,22.8,108.5,1991
14,Philadelphia 76ers,82,20080,44.2,92.8,0.47600000000000003,2.4,8.2,0.297,41.7,84.6,0.493,17.3,22.4,0.774,14.4,31.5,45.9,27.7,8.6,4.9,14.7,23.3,108.1,1991
15,Boston Celtics,82,19805,42.1,93.0,0.452,2.4,7.5,0.313,39.7,85.5,0.465,20.2,25.6,0.7859999999999999,14.7,27.1,41.8,25.3,9.1,4.7,13.9,20.4,106.7,1991
16,Portland Trail Blazers,82,19905,39.8,87.3,0.456,2.8,8.8,0.32299999999999995,37.0,78.5,0.47100000000000003,21.8,28.1,0.777,12.9,28.2,41.2,24.6,7.6,4.2,16.8,24.9,104.3,1991
17,Washington Bullets,82,19855,42.1,90.2,0.466,2.1,6.9,0.299,40.0,83.3,0.48,21.8,28.4,0.7709999999999999,15.3,30.6,45.9,23.1,9.0,6.1,15.5,22.0,108.1,1991
18,Los Angeles Clippers,82,19805,40.5,86.8,0.467,2.4,7.2,0.336,38.1,79.6,0.478,23.1,30.7,0.752,13.5,30.3,43.8,24.0,9.4,6.0,16.0,22.9,106.5,1991
19,New Jersey Nets,82,19830,41.1,87.9,0.46799999999999997,1.7,5.4,0.308,39.5,82.5,0.479,23.5,30.4,0.773,15.7,30.8,46.5,21.2,10.1,6.6,17.7,23.1,107.4,1991
20,Phoenix Suns,82,19730,41.7,90.3,0.462,2.2,7.0,0.312,39.5,83.3,0.474,20.5,27.0,0.76,14.4,27.7,42.1,23.7,8.2,5.6,15.4,24.8,106.1,1991
21,Miami Heat,82,19780,40.8,85.2,0.478,2.1,6.3,0.337,38.6,79.0,0.489,24.4,31.8,0.767,14.4,28.9,43.3,24.5,10.4,6.1,17.9,24.0,108.1,1991
22,Charlotte Hornets,82,19805,42.5,86.1,0.493,2.0,6.2,0.316,40.5,79.9,0.507,23.5,30.4,0.772,14.3,31.3,45.7,26.7,8.4,6.0,17.5,22.9,110.4,1991
23,Atlanta Hawks,82,19755,44.0,88.9,0.494,2.7,7.7,0.349,41.3,81.3,0.508,19.6,25.5,0.767,13.3,30.8,44.1,28.6,8.5,4.4,15.9,25.1,110.1,1991
24,Orlando Magic,82,19780,42.1,88.2,0.478,2.7,8.2,0.331,39.4,80.0,0.493,22.9,29.9,0.767,13.4,30.5,43.8,25.8,8.6,8.0,14.8,24.2,109.9,1991
25,Indiana Pacers,82,19805,43.6,89.0,0.49,2.3,7.4,0.305,41.4,81.6,0.507,22.6,30.4,0.743,14.7,28.2,42.9,25.2,8.9,4.3,15.4,24.8,112.1,1991
26,Golden State Warriors,82,19805,41.5,86.0,0.48200000000000004,2.6,8.0,0.322,38.9,77.9,0.499,24.8,32.7,0.758,15.1,29.0,44.1,25.3,8.5,5.1,17.9,25.8,110.3,1991
27,Denver Nuggets,82,19730,43.6,85.2,0.512,2.1,5.4,0.386,41.5,79.8,0.52,25.4,32.8,0.775,13.3,32.8,46.1,26.7,8.1,5.6,16.3,19.7,114.7,1991
1,Detroit Pistons,82,19805,39.1,87.4,0.447,2.4,7.2,0.33299999999999996,36.7,80.3,0.457,22.9,30.1,0.762,13.4,29.3,42.6,22.7,7.8,3.9,16.0,26.6,103.5,1990
2,Minnesota Timberwolves,82,19855,40.9,84.8,0.48200000000000004,1.7,5.2,0.33,39.2,79.6,0.49200000000000005,24.7,32.1,0.768,13.9,30.8,44.8,25.0,7.7,6.5,18.1,23.2,108.2,1990
3,Utah Jazz,82,19830,39.9,87.5,0.455,2.2,7.1,0.309,37.7,80.4,0.46799999999999997,23.5,30.9,0.7609999999999999,13.9,27.8,41.7,23.7,9.3,5.7,15.6,24.1,105.4,1990
4,Dallas Mavericks,82,19855,42.1,89.7,0.469,2.2,7.5,0.298,39.8,82.2,0.484,20.8,27.6,0.753,14.6,30.7,45.3,25.1,8.3,5.0,15.8,23.4,107.2,1990
5,San Antonio Spurs,82,19730,40.4,87.6,0.461,2.9,7.7,0.37,37.5,79.9,0.47,20.5,26.8,0.767,13.9,27.7,41.6,24.3,9.4,5.1,17.5,23.7,104.2,1990
6,Cleveland Cavaliers,82,19880,43.4,90.7,0.479,2.0,6.4,0.312,41.5,84.3,0.49200000000000005,18.4,24.1,0.7609999999999999,14.4,31.2,45.6,27.2,8.6,4.8,16.4,24.1,107.2,1990
7,Los Angeles Lakers,82,19855,42.4,91.0,0.467,2.2,6.5,0.337,40.3,84.4,0.47700000000000004,19.9,26.5,0.75,14.2,28.2,42.3,25.2,8.4,5.3,15.1,24.0,107.0,1990
8,Philadelphia 76ers,82,19805,42.9,89.4,0.48,2.7,7.2,0.37,40.2,82.2,0.49,19.9,25.8,0.7709999999999999,14.0,29.6,43.6,27.1,8.0,4.8,15.5,24.4,108.4,1990
9,Houston Rockets,82,19805,40.7,87.7,0.46399999999999997,2.0,6.7,0.293,38.8,81.1,0.478,20.0,27.0,0.741,14.1,29.5,43.5,24.1,9.5,4.7,17.1,21.8,103.4,1990
10,Seattle SuperSonics,82,19905,41.2,84.8,0.486,2.3,6.6,0.342,38.9,78.2,0.498,25.2,32.0,0.7859999999999999,12.7,27.9,40.6,23.6,8.0,5.1,16.5,22.7,109.8,1990
11,Boston Celtics,82,19705,42.7,91.6,0.466,2.1,6.7,0.319,40.5,84.9,0.47700000000000004,20.4,26.5,0.773,13.0,28.8,41.7,25.8,9.1,4.4,12.4,22.9,107.9,1990
12,Chicago Bulls,82,19830,42.1,85.3,0.493,2.6,7.3,0.35100000000000003,39.5,78.0,0.506,22.3,29.9,0.746,13.4,28.7,42.1,26.4,8.3,4.8,17.7,21.8,109.0,1990
13,Milwaukee Bucks,82,19830,40.6,84.8,0.479,2.2,7.0,0.321,38.4,77.9,0.493,24.6,31.7,0.774,14.3,29.7,44.0,25.0,8.5,5.5,18.6,23.2,108.1,1990
14,Sacramento Kings,82,19755,42.5,89.9,0.473,2.0,6.4,0.316,40.5,83.6,0.485,23.0,29.2,0.787,14.4,31.8,46.2,25.4,8.8,4.9,14.7,21.9,110.0,1990
15,New York Knicks,82,19830,43.1,91.6,0.47100000000000003,2.1,6.7,0.315,41.0,84.9,0.483,19.7,25.9,0.7609999999999999,15.4,28.2,43.5,26.2,8.9,5.2,15.9,23.0,108.0,1990
16,Los Angeles Clippers,82,19805,41.9,88.1,0.47600000000000003,2.3,7.0,0.32299999999999995,39.7,81.0,0.49,21.2,27.5,0.772,14.0,28.9,43.0,25.6,10.1,5.2,16.7,23.8,107.4,1990
17,Atlanta Hawks,82,19730,43.6,88.0,0.496,2.3,6.8,0.34,41.3,81.3,0.509,22.3,28.9,0.772,14.6,28.4,43.0,27.2,8.5,4.9,16.4,24.9,111.9,1990
18,Phoenix Suns,82,19855,42.4,91.1,0.465,2.4,6.8,0.355,40.0,84.3,0.474,19.0,26.0,0.733,14.4,28.0,42.5,25.5,8.1,4.7,15.1,25.8,106.2,1990
19,Portland Trail Blazers,82,19880,39.5,85.3,0.46399999999999997,2.7,8.1,0.331,36.9,77.2,0.478,22.6,29.5,0.767,12.5,27.8,40.3,23.9,7.9,5.1,17.6,24.6,104.4,1990
20,New Jersey Nets,82,19705,41.7,86.1,0.485,1.7,5.2,0.336,40.0,81.0,0.494,23.4,30.6,0.765,14.0,31.8,45.8,23.0,9.4,5.9,17.4,23.1,108.6,1990
21,Charlotte Hornets,82,19755,42.6,85.8,0.49700000000000005,1.6,5.2,0.314,41.0,80.5,0.509,23.1,29.5,0.784,13.2,33.7,46.9,25.6,7.9,4.8,17.0,21.7,109.9,1990
22,Indiana Pacers,82,19880,43.4,89.9,0.48200000000000004,2.2,6.7,0.32,41.2,83.2,0.496,22.4,29.8,0.753,14.6,28.6,43.2,24.2,8.9,4.0,14.8,25.1,111.4,1990
23,Washington Bullets,82,19830,42.8,90.1,0.474,1.7,5.8,0.3,41.0,84.4,0.486,22.5,28.9,0.777,14.6,30.5,45.1,23.8,7.8,5.2,14.6,21.7,109.7,1990
24,Miami Heat,82,19730,41.2,84.4,0.488,1.9,5.6,0.342,39.3,78.9,0.498,24.7,32.7,0.755,13.5,29.7,43.3,25.0,10.4,5.7,17.7,21.5,108.9,1990
25,Denver Nuggets,82,19805,41.3,84.3,0.489,1.9,5.9,0.317,39.4,78.4,0.502,22.3,28.9,0.77,11.7,32.7,44.5,23.8,7.0,5.3,17.4,22.0,106.7,1990
26,Golden State Warriors,82,19705,43.3,90.7,0.478,3.0,8.4,0.35600000000000004,40.3,82.3,0.49,23.0,30.3,0.759,17.2,29.8,47.0,26.8,9.4,4.9,16.4,25.5,112.6,1990
27,Orlando Magic,82,19805,45.0,90.3,0.498,2.3,6.5,0.353,42.7,83.8,0.509,22.1,29.1,0.758,13.6,29.9,43.5,27.1,8.5,6.5,14.2,24.0,114.3,1990
1,New York Knicks,82,19805,39.1,82.3,0.475,0.5,2.1,0.22899999999999998,38.6,80.3,0.48100000000000004,21.2,28.2,0.75,13.4,29.2,42.6,23.4,8.7,5.0,21.0,26.4,99.9,1983
2,Washington Bullets,82,19805,40.2,85.8,0.46799999999999997,0.5,2.0,0.22699999999999998,39.8,83.9,0.474,18.4,25.4,0.725,13.6,30.6,44.2,22.8,8.5,6.8,18.8,24.1,99.3,1983
3,Phoenix Suns,82,19730,39.6,87.0,0.455,0.5,2.4,0.221,39.0,84.6,0.462,20.4,27.2,0.753,14.5,27.9,42.3,23.8,8.5,4.1,18.7,24.4,100.1,1983
4,Milwaukee Bucks,82,19830,40.4,88.6,0.456,0.5,2.5,0.182,39.9,86.0,0.46399999999999997,20.1,27.1,0.742,15.8,28.4,44.1,24.7,7.5,3.6,18.4,26.0,101.4,1983
5,Atlanta Hawks,82,19780,41.5,88.3,0.47,0.5,2.0,0.235,41.0,86.3,0.475,19.7,27.4,0.7190000000000001,16.0,31.5,47.5,23.6,8.0,4.8,18.0,24.3,103.2,1983
6,New Jersey Nets,82,19705,39.0,81.6,0.478,0.5,2.4,0.21600000000000003,38.5,79.1,0.486,20.5,27.8,0.737,12.9,25.5,38.4,23.2,10.1,5.8,21.9,24.9,98.9,1983
7,Philadelphia 76ers,82,19830,40.6,88.0,0.461,0.6,2.9,0.217,39.9,85.1,0.469,19.1,26.6,0.721,15.6,26.7,42.3,24.6,8.9,6.0,18.7,26.5,100.9,1983
8,Cleveland Cavaliers,82,19755,42.1,86.0,0.489,0.4,1.8,0.21899999999999997,41.7,84.2,0.495,22.2,29.8,0.743,12.1,29.7,41.8,25.0,7.7,5.4,15.9,22.8,106.8,1983
