Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,YR,Type
18,Sacramento Kings,82,19880,40.4,88.6,0.456,6.2,17.8,0.349,34.2,70.8,0.483,18.4,25.3,0.726,12.5,32.3,44.9,21.6,7.2,4.7,15.7,23.5,105.3,2010,Offensive
19,Boston Celtics,82,19780,40.2,83.3,0.483,6.6,19.0,0.348,33.6,64.4,0.523,20.6,27.7,0.746,9.5,32.4,41.9,25.6,9.3,5.3,16.1,24.0,107.7,2010,Offensive
20,Minnesota Timberwolves,82,19780,39.2,87.4,0.449,5.1,14.9,0.341,34.1,72.5,0.47100000000000003,18.1,24.3,0.746,12.1,32.3,44.4,20.5,7.5,3.9,16.8,21.5,101.7,2010,Offensive
21,Portland Trail Blazers,82,19855,41.0,88.9,0.461,6.8,19.1,0.354,34.2,69.8,0.49,22.1,28.0,0.79,12.6,32.8,45.4,23.1,7.2,4.8,13.9,23.6,110.8,2010,Offensive
22,Philadelphia 76ers,82,19805,40.9,88.7,0.46,6.3,18.3,0.34299999999999997,34.6,70.5,0.491,18.1,23.9,0.7559999999999999,12.5,32.0,44.5,22.8,8.8,5.8,15.8,22.2,106.1,2010,Offensive
23,Milwaukee Bucks,82,19980,40.0,91.7,0.436,8.5,23.8,0.35600000000000004,31.5,67.9,0.46399999999999997,16.6,21.9,0.755,12.6,33.5,46.2,22.8,7.6,5.0,14.2,23.9,104.9,2010,Offensive
24,Chicago Bulls,82,19905,39.9,88.4,0.451,4.6,13.8,0.33,35.3,74.6,0.474,19.2,25.4,0.754,12.1,35.2,47.3,22.1,6.9,6.2,15.2,21.3,103.5,2010,Offensive
25,Miami Heat,82,19880,40.2,87.8,0.45799999999999996,6.7,19.2,0.34600000000000003,33.5,68.6,0.489,19.6,26.0,0.752,11.8,34.4,46.2,20.9,8.2,6.2,14.5,23.0,106.6,2010,Offensive
26,Washington Wizards,82,19830,39.7,88.5,0.449,5.7,16.2,0.353,34.0,72.3,0.47100000000000003,19.1,25.0,0.762,12.8,32.5,45.2,20.6,6.5,5.6,16.1,23.1,104.2,2010,Offensive
27,Los Angeles Clippers,82,19705,39.5,86.8,0.455,6.4,19.2,0.332,33.1,67.7,0.49,17.9,24.6,0.73,12.2,32.9,45.1,23.8,7.0,6.1,16.9,20.8,103.3,2010,Offensive
28,Charlotte Bobcats,82,19880,38.2,84.3,0.45299999999999996,6.1,17.8,0.34600000000000003,32.0,66.5,0.48200000000000004,21.9,29.1,0.7509999999999999,11.5,33.3,44.7,22.2,8.4,6.0,17.2,21.3,104.4,2010,Offensive
29,Detroit Pistons,82,19780,40.3,90.5,0.445,5.1,16.3,0.314,35.2,74.2,0.474,19.9,27.4,0.728,14.4,30.7,45.2,21.8,8.2,4.3,15.1,25.0,105.6,2010,Offensive
30,New Jersey Nets,82,19780,37.4,87.0,0.429,5.0,15.7,0.318,32.4,71.3,0.45399999999999996,20.9,26.8,0.78,11.9,31.3,43.2,20.5,7.6,5.2,15.7,21.8,100.6,2010,Offensive
1,Phoenix Suns,82,19955,43.0,90.0,0.479,10.5,26.3,0.39899999999999997,32.5,63.6,0.511,14.9,18.5,0.8059999999999999,9.8,33.3,43.0,27.3,6.9,5.2,13.7,21.1,111.5,2006,Offensive
2,Seattle SuperSonics,82,19830,40.6,88.6,0.45899999999999996,8.0,21.5,0.371,32.6,67.1,0.48700000000000004,21.8,27.8,0.785,13.4,29.5,42.9,22.4,8.2,4.0,16.0,25.5,111.1,2006,Offensive
3,Washington Wizards,82,19830,39.0,87.3,0.447,6.5,18.3,0.35700000000000004,32.5,69.0,0.47100000000000003,24.8,32.7,0.757,13.6,30.7,44.3,20.0,8.6,4.4,15.0,24.3,109.3,2006,Offensive
4,Toronto Raptors,82,19955,39.8,87.7,0.45399999999999996,8.0,21.4,0.375,31.8,66.3,0.479,21.8,27.6,0.7909999999999999,11.4,30.3,41.7,21.0,7.0,3.6,14.1,26.0,109.5,2006,Offensive
5,Denver Nuggets,82,19930,39.5,85.5,0.461,4.5,13.8,0.325,35.0,71.7,0.48700000000000004,22.1,29.6,0.7440000000000001,11.6,31.9,43.4,24.6,8.9,5.9,15.6,23.9,105.5,2006,Offensive
6,Miami Heat,82,19755,40.3,84.3,0.478,6.6,19.1,0.345,33.7,65.2,0.517,21.4,30.6,0.7,11.4,35.5,46.9,22.4,6.9,5.9,15.7,24.8,108.7,2006,Offensive
7,Los Angeles Lakers,82,19855,39.8,87.9,0.45299999999999996,7.3,21.0,0.349,32.4,66.8,0.486,21.5,28.9,0.745,12.9,33.1,46.0,23.1,8.4,4.7,15.2,25.2,108.4,2006,Offensive
8,Philadelphia 76ers,82,19905,39.0,85.2,0.45799999999999996,4.9,13.4,0.364,34.2,71.7,0.47600000000000003,23.0,30.3,0.76,11.4,31.5,42.9,21.5,8.5,5.3,15.1,22.3,106.0,2006,Offensive
9,Dallas Mavericks,82,19880,40.6,87.7,0.462,5.7,15.3,0.374,34.8,72.4,0.48100000000000004,25.0,31.9,0.7829999999999999,14.2,33.4,47.6,20.3,8.2,6.7,15.3,25.2,111.8,2006,Offensive
10,Sacramento Kings,82,19830,38.9,85.6,0.45399999999999996,6.5,18.5,0.35100000000000003,32.4,67.0,0.483,22.4,28.6,0.784,11.2,32.6,43.8,24.0,8.0,3.9,15.8,22.0,106.7,2006,Offensive
11,Golden State Warriors,82,19830,38.1,88.0,0.433,8.1,23.8,0.341,30.0,64.3,0.467,20.4,28.4,0.718,12.7,32.2,45.0,22.0,7.8,4.6,15.0,25.2,104.8,2006,Offensive
12,Boston Celtics,82,19880,38.6,82.8,0.467,6.1,16.9,0.36200000000000004,32.5,65.9,0.494,21.8,28.9,0.755,10.6,31.9,42.5,22.5,7.6,5.5,17.8,26.6,105.2,2006,Offensive
13,Milwaukee Bucks,82,19855,39.4,87.0,0.45299999999999996,6.7,17.7,0.38,32.7,69.3,0.47200000000000003,20.7,28.0,0.738,12.3,32.4,44.7,23.4,7.9,3.6,15.9,25.2,106.3,2006,Offensive
14,Chicago Bulls,82,19905,39.0,87.4,0.446,7.3,19.2,0.379,31.7,68.2,0.465,18.8,25.5,0.738,11.8,33.8,45.5,23.4,6.6,4.5,15.9,26.4,104.0,2006,Offensive
15,Cleveland Cavaliers,82,19830,39.2,86.4,0.45399999999999996,6.7,19.7,0.33899999999999997,32.5,66.7,0.48700000000000004,22.8,31.2,0.7290000000000001,12.9,33.8,46.8,21.0,7.6,5.3,15.3,23.4,107.8,2006,Offensive
16,Atlanta Hawks,82,19880,39.3,86.7,0.45399999999999996,5.7,15.4,0.36700000000000005,33.7,71.3,0.47200000000000003,22.1,29.5,0.75,14.3,29.8,44.1,21.7,7.8,5.3,17.1,27.4,106.4,2006,Offensive
17,Los Angeles Clippers,82,19805,39.5,85.1,0.465,3.8,11.1,0.344,35.7,74.0,0.483,22.4,28.3,0.7909999999999999,10.9,35.7,46.7,22.6,7.1,6.6,15.7,24.7,105.3,2006,Offensive
18,Charlotte Bobcats,82,19905,38.2,88.3,0.433,5.5,16.3,0.33899999999999997,32.7,72.0,0.45399999999999996,20.6,28.2,0.7290000000000001,12.8,29.3,42.1,22.2,10.6,4.6,15.1,25.3,102.5,2006,Offensive
19,Detroit Pistons,82,19830,41.6,91.5,0.455,7.8,20.2,0.384,33.8,71.2,0.475,19.8,27.2,0.727,13.6,32.7,46.3,27.5,8.1,6.8,13.0,21.1,110.8,2006,Offensive
20,New York Knicks,82,19930,37.4,82.3,0.455,4.2,11.7,0.36200000000000004,33.2,70.6,0.47,24.9,34.3,0.726,13.7,31.3,45.0,19.5,7.4,3.6,19.2,28.6,104.0,2006,Offensive
21,San Antonio Spurs,82,19805,41.0,86.8,0.47200000000000003,7.2,18.6,0.385,33.8,68.2,0.496,18.2,25.9,0.7020000000000001,11.7,34.9,46.5,23.5,7.4,6.4,15.4,23.5,107.3,2006,Offensive
22,Orlando Magic,82,19905,39.7,84.2,0.47200000000000003,4.1,10.9,0.376,35.7,73.3,0.486,22.7,31.1,0.73,12.2,32.8,45.0,20.4,7.3,4.9,16.9,26.1,106.3,2006,Offensive
23,Indiana Pacers,82,19730,37.8,85.1,0.444,7.3,20.8,0.349,30.5,64.3,0.475,21.6,29.3,0.737,12.2,34.7,46.9,22.1,8.1,5.5,17.0,24.7,104.5,2006,Offensive
24,New Jersey Nets,82,19780,37.5,85.3,0.44,6.4,19.5,0.33,31.1,65.8,0.47200000000000003,22.4,29.5,0.758,11.1,34.3,45.4,25.4,7.5,3.8,15.1,25.7,103.9,2006,Offensive
25,New Orleans/Oklahoma City Hornets,82,19805,38.6,87.6,0.44,4.1,12.1,0.33899999999999997,34.5,75.5,0.457,22.5,29.6,0.758,12.5,32.4,44.9,20.7,8.3,4.2,14.9,24.3,103.7,2006,Offensive
26,Utah Jazz,82,19880,37.7,85.3,0.442,4.3,12.7,0.336,33.4,72.6,0.461,24.4,33.9,0.7190000000000001,14.7,32.7,47.4,24.4,7.2,6.8,17.7,27.9,104.1,2006,Offensive
27,Memphis Grizzlies,82,19855,38.5,85.8,0.44799999999999995,8.3,22.1,0.374,30.2,63.7,0.474,20.7,29.1,0.711,11.7,33.3,45.0,22.2,8.4,6.2,15.9,24.6,105.9,2006,Offensive
28,Minnesota Timberwolves,82,19855,39.3,86.3,0.456,4.2,12.8,0.32899999999999996,35.1,73.5,0.478,19.6,25.8,0.758,11.0,33.0,44.0,23.4,7.6,6.4,16.2,25.7,102.4,2006,Offensive
29,Houston Rockets,82,19830,37.2,86.0,0.433,6.4,19.4,0.332,30.8,66.5,0.46299999999999997,20.6,27.2,0.759,11.7,35.3,46.9,21.7,8.1,4.4,16.4,25.6,101.6,2006,Offensive
30,Portland Trail Blazers,82,19730,38.7,87.0,0.445,5.1,14.5,0.349,33.7,72.5,0.46399999999999997,18.6,27.0,0.6890000000000001,12.3,30.6,42.9,20.7,7.3,6.0,16.7,25.4,101.1,2006,Offensive
1,Phoenix Suns,82,19755,42.7,84.7,0.504,7.0,18.3,0.38299999999999995,35.7,66.5,0.537,21.2,28.5,0.7440000000000001,11.4,31.9,43.3,24.1,7.5,5.3,16.3,21.4,113.6,2009,Offensive
2,Golden State Warriors,82,19880,39.7,86.8,0.45799999999999996,6.8,18.1,0.373,33.0,68.6,0.48,23.3,29.4,0.7909999999999999,11.7,30.6,42.4,21.0,7.8,6.5,14.8,22.7,109.5,2009,Offensive
3,Los Angeles Lakers,82,19780,42.6,89.8,0.474,7.0,19.5,0.361,35.5,70.3,0.505,20.7,26.9,0.77,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,112.8,2009,Offensive
4,New York Knicks,82,19805,39.6,88.9,0.445,10.3,28.6,0.36,29.3,60.2,0.486,18.7,23.8,0.784,11.4,31.9,43.3,21.8,7.6,2.6,14.7,21.0,108.1,2009,Offensive
5,Indiana Pacers,82,19830,40.4,88.8,0.455,8.2,21.6,0.37799999999999995,32.2,67.2,0.48,19.1,23.7,0.807,11.6,33.4,45.0,22.3,7.2,5.4,14.9,23.8,108.1,2009,Offensive
6,Denver Nuggets,82,19730,39.5,84.0,0.47,7.1,19.1,0.371,32.4,64.9,0.499,24.4,32.1,0.76,11.7,32.4,44.0,23.5,9.2,6.3,16.2,24.2,110.4,2009,Offensive
7,Utah Jazz,82,19880,40.7,85.8,0.475,5.1,14.5,0.349,35.7,71.3,0.5,23.5,30.5,0.7709999999999999,12.2,31.4,43.6,26.2,9.3,4.8,15.7,23.7,110.1,2009,Offensive
8,Chicago Bulls,82,19930,40.4,88.6,0.457,6.4,16.7,0.381,34.1,71.9,0.474,21.1,26.6,0.7959999999999999,12.6,32.1,44.7,22.4,8.0,5.9,15.4,22.1,108.4,2009,Offensive
9,Dallas Mavericks,82,19805,41.4,89.7,0.462,7.6,21.6,0.35,33.9,68.1,0.498,20.1,24.5,0.8190000000000001,12.0,34.4,46.4,23.6,7.8,5.7,13.8,21.2,110.5,2009,Offensive
10,Orlando Magic,82,19730,38.6,84.5,0.457,10.8,28.3,0.381,27.8,56.2,0.495,21.2,29.7,0.715,10.8,35.9,46.7,21.0,7.5,5.8,15.0,21.9,109.2,2009,Offensive
11,Boston Celtics,82,19880,41.1,84.6,0.486,7.2,18.1,0.397,33.9,66.5,0.51,21.2,27.7,0.765,11.6,34.5,46.1,24.9,8.3,5.2,17.1,25.3,110.5,2009,Offensive
12,Sacramento Kings,82,19905,38.3,85.5,0.447,7.5,20.4,0.368,30.8,65.1,0.47200000000000003,21.5,27.0,0.7979999999999999,10.7,30.3,41.0,20.7,7.3,4.5,16.2,24.4,105.5,2009,Offensive
13,Cleveland Cavaliers,82,19780,41.3,88.3,0.46799999999999997,9.0,22.8,0.39299999999999996,32.4,65.4,0.495,20.8,27.5,0.757,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,112.4,2009,Offensive
14,Portland Trail Blazers,82,19830,42.2,90.7,0.465,8.3,21.7,0.38299999999999995,33.8,69.0,0.49,21.2,27.8,0.765,14.8,33.0,47.8,23.3,7.7,5.6,14.7,23.3,113.9,2009,Offensive
15,Milwaukee Bucks,82,19780,39.4,88.5,0.445,6.7,18.5,0.363,32.7,70.1,0.467,21.1,27.1,0.78,12.8,31.0,43.8,23.6,8.0,4.0,15.1,26.0,106.7,2009,Offensive
16,Toronto Raptors,82,19805,40.2,87.9,0.45799999999999996,6.3,17.0,0.37200000000000005,33.9,70.9,0.478,20.2,24.5,0.8240000000000001,10.6,33.1,43.7,24.2,6.9,5.1,14.5,21.0,107.0,2009,Offensive
17,Houston Rockets,82,19805,39.8,87.7,0.45299999999999996,8.3,22.2,0.375,31.4,65.4,0.48,20.6,25.6,0.805,11.6,35.8,47.3,22.3,7.4,4.8,15.6,20.9,108.4,2009,Offensive
18,Miami Heat,82,19955,40.6,88.9,0.457,7.8,21.8,0.35700000000000004,32.8,67.1,0.489,18.9,25.0,0.754,11.1,32.3,43.3,22.4,8.7,6.0,13.7,22.7,107.8,2009,Offensive
19,Atlanta Hawks,82,19705,40.2,87.7,0.45799999999999996,8.1,22.2,0.366,32.1,65.5,0.49,20.9,28.3,0.737,11.8,32.8,44.6,22.5,8.2,5.1,14.2,21.9,109.3,2009,Offensive
20,New Jersey Nets,82,19830,39.4,88.0,0.44799999999999995,8.8,23.4,0.376,30.6,64.6,0.473,20.8,26.7,0.779,11.4,32.5,44.0,22.0,7.5,5.3,14.5,24.7,108.3,2009,Offensive
21,Minnesota Timberwolves,82,19805,39.5,89.5,0.441,7.2,20.4,0.353,32.3,69.2,0.467,19.9,25.9,0.769,12.9,32.3,45.2,22.1,6.8,4.3,15.4,23.6,106.1,2009,Offensive
22,Philadelphia 76ers,82,19755,40.5,88.2,0.45899999999999996,4.6,14.5,0.318,35.9,73.7,0.486,22.3,29.9,0.745,14.0,31.5,45.6,22.2,8.9,5.6,15.6,22.3,107.9,2009,Offensive
23,San Antonio Spurs,82,19905,41.5,89.1,0.466,8.5,22.1,0.386,33.0,67.0,0.49200000000000005,17.0,22.4,0.7609999999999999,9.9,36.0,45.9,23.7,6.5,4.5,13.1,21.1,108.5,2009,Offensive
24,Oklahoma City Thunder,82,19805,38.8,86.9,0.447,4.2,12.3,0.34600000000000003,34.6,74.7,0.46299999999999997,21.0,26.8,0.7859999999999999,12.9,32.3,45.3,21.5,7.9,4.8,17.2,21.4,102.9,2009,Offensive
25,Washington Wizards,82,19705,40.1,89.1,0.45,5.3,16.0,0.33,34.8,73.0,0.47600000000000003,20.0,26.1,0.767,12.8,31.2,44.0,22.0,8.3,4.9,15.3,22.5,105.4,2009,Offensive
26,New Orleans Hornets,82,19755,40.3,88.1,0.457,7.7,21.1,0.364,32.6,67.0,0.48700000000000004,20.5,25.4,0.807,11.1,33.9,45.0,22.3,8.2,4.7,14.2,23.0,108.7,2009,Offensive
27,Los Angeles Clippers,82,19880,38.7,87.8,0.441,7.0,19.8,0.354,31.7,68.0,0.467,17.8,24.1,0.736,11.7,31.2,42.8,22.6,7.5,6.3,16.0,21.6,102.3,2009,Offensive
28,Detroit Pistons,82,19905,41.4,91.2,0.45399999999999996,5.2,15.0,0.349,36.2,76.2,0.475,19.3,25.7,0.7509999999999999,13.2,34.0,47.2,23.5,6.9,5.2,13.5,23.8,107.4,2009,Offensive
29,Memphis Grizzlies,82,19805,38.5,84.8,0.45399999999999996,5.4,14.9,0.36,33.2,70.0,0.474,21.1,27.9,0.7559999999999999,11.4,31.4,42.8,19.1,8.3,5.2,16.8,23.9,103.5,2009,Offensive
30,Charlotte Bobcats,82,19930,39.1,85.9,0.455,6.7,18.3,0.366,32.4,67.6,0.479,19.8,26.8,0.74,12.1,32.3,44.3,23.7,7.9,5.4,17.4,23.9,104.7,2009,Offensive
1,Denver Nuggets,66,16040,40.9,85.9,0.47600000000000003,6.9,20.8,0.332,33.9,65.0,0.522,20.5,28.0,0.735,11.7,33.4,45.2,25.1,8.6,5.2,16.1,20.6,109.2,2012,Offensive
2,San Antonio Spurs,66,15940,42.3,88.5,0.478,8.9,22.8,0.39299999999999996,33.4,65.8,0.507,17.3,23.1,0.748,11.1,34.9,46.0,24.8,7.9,4.7,14.5,18.5,110.9,2012,Offensive
3,Oklahoma City Thunder,66,15990,39.7,84.4,0.47100000000000003,7.6,21.3,0.358,32.1,63.1,0.509,22.7,28.1,0.8059999999999999,11.7,34.8,46.5,19.8,8.0,8.7,17.4,21.8,109.8,2012,Offensive
4,Utah Jazz,66,16165,41.0,89.8,0.456,4.4,13.7,0.32299999999999995,36.5,76.1,0.48,20.4,27.1,0.754,14.0,33.4,47.4,23.4,8.8,6.3,15.2,23.4,106.8,2012,Offensive
5,Milwaukee Bucks,66,15865,40.4,91.2,0.44299999999999995,7.0,20.4,0.345,33.3,70.8,0.47100000000000003,17.7,22.8,0.774,13.2,32.0,45.2,25.0,8.8,5.4,15.0,20.5,105.5,2012,Offensive
6,Sacramento Kings,66,15915,39.7,91.0,0.436,6.5,20.7,0.316,33.1,70.3,0.47100000000000003,18.0,24.4,0.736,14.0,31.0,45.1,20.2,8.9,5.1,15.2,20.5,103.8,2012,Offensive
7,Miami Heat,66,16040,40.1,85.5,0.469,6.1,16.9,0.359,34.1,68.6,0.496,20.3,26.2,0.775,11.3,33.8,45.0,21.6,9.6,5.8,16.4,21.0,106.6,2012,Offensive
8,Phoenix Suns,66,15840,40.8,89.1,0.45799999999999996,7.3,21.2,0.34299999999999997,33.6,67.9,0.494,17.3,22.9,0.757,11.7,33.3,45.0,24.3,7.1,6.0,15.2,20.2,106.2,2012,Offensive
9,Houston Rockets,66,16065,40.6,90.3,0.449,7.8,21.7,0.359,32.8,68.6,0.47700000000000004,16.6,21.2,0.782,12.5,32.8,45.3,22.9,8.1,5.2,15.6,21.9,105.5,2012,Offensive
10,Minnesota Timberwolves,66,15940,38.0,87.7,0.433,7.6,23.0,0.332,30.4,64.7,0.469,20.7,26.8,0.7709999999999999,12.9,33.7,46.6,20.8,7.0,4.7,16.2,19.6,104.3,2012,Offensive
11,New York Knicks,66,15940,38.2,86.2,0.44299999999999995,8.4,24.9,0.336,29.9,61.4,0.48700000000000004,19.6,26.4,0.741,12.0,32.5,44.5,21.5,10.1,4.5,17.1,22.5,104.4,2012,Offensive
12,Golden State Warriors,66,15915,40.6,88.9,0.457,8.6,22.1,0.38799999999999996,32.1,66.8,0.48,15.5,20.2,0.77,10.5,31.8,42.2,24.0,8.6,5.9,14.9,23.0,105.4,2012,Offensive
13,Indiana Pacers,66,15990,38.9,88.9,0.43799999999999994,6.5,17.6,0.368,32.5,71.3,0.455,22.3,28.5,0.782,13.7,34.2,47.9,20.3,8.7,5.9,15.3,23.7,106.7,2012,Offensive
14,Los Angeles Clippers,66,15965,41.1,90.5,0.455,8.7,24.3,0.35700000000000004,32.5,66.2,0.49,17.6,25.9,0.68,13.5,32.8,46.2,23.3,9.4,5.3,14.8,23.6,108.5,2012,Offensive
15,Los Angeles Lakers,66,16065,40.1,87.8,0.457,6.0,18.3,0.326,34.1,69.4,0.491,19.8,26.2,0.7559999999999999,13.2,37.1,50.3,24.5,6.4,5.8,16.5,18.3,106.0,2012,Offensive
16,Portland Trail Blazers,66,15965,39.6,89.3,0.44299999999999995,7.9,22.8,0.34600000000000003,31.7,66.5,0.47700000000000004,18.7,23.5,0.7959999999999999,12.1,32.1,44.2,22.2,8.7,5.3,15.4,20.6,105.7,2012,Offensive
17,Atlanta Hawks,66,16165,40.0,88.0,0.45399999999999996,8.1,21.9,0.37,31.9,66.1,0.48200000000000004,16.9,22.8,0.74,10.7,34.0,44.7,24.4,8.8,5.0,15.2,19.4,104.9,2012,Offensive
18,Chicago Bulls,66,15940,41.7,92.3,0.452,7.1,18.9,0.375,34.6,73.4,0.47100000000000003,17.0,23.5,0.722,15.5,36.6,52.0,25.8,7.7,6.6,15.6,19.2,107.4,2012,Offensive
19,Dallas Mavericks,66,16065,39.2,88.4,0.44299999999999995,8.1,23.9,0.33899999999999997,31.1,64.5,0.48200000000000004,16.8,21.8,0.7709999999999999,10.9,35.2,46.1,22.5,9.2,5.5,15.1,20.0,103.3,2012,Offensive
20,Memphis Grizzlies,66,15940,40.2,89.9,0.447,4.6,14.1,0.326,35.6,75.8,0.47,18.9,24.9,0.759,13.8,32.2,46.0,21.4,10.5,5.7,15.8,21.8,104.0,2012,Offensive
21,Orlando Magic,66,15965,38.4,87.2,0.441,11.3,30.1,0.375,27.1,57.0,0.475,16.8,25.5,0.66,12.5,34.8,47.3,22.3,7.6,4.6,16.6,19.7,105.0,2012,Offensive
22,Washington Wizards,66,15865,39.5,89.5,0.441,5.6,17.6,0.32,33.8,71.9,0.47,16.5,22.7,0.727,12.7,32.3,45.0,20.6,8.6,6.8,16.5,23.0,101.0,2012,Offensive
23,Philadelphia 76ers,66,15915,41.6,92.8,0.44799999999999995,5.9,16.2,0.36200000000000004,35.7,76.6,0.466,14.9,20.1,0.742,11.8,36.1,47.9,24.4,8.8,5.7,12.4,19.5,103.9,2012,Offensive
24,New Jersey Nets,66,15890,37.9,89.1,0.425,8.5,24.8,0.342,29.4,64.3,0.457,18.6,24.0,0.777,13.1,31.5,44.6,22.0,8.3,4.4,16.7,21.2,102.9,2012,Offensive
25,Cleveland Cavaliers,66,15965,37.2,88.2,0.42200000000000004,7.2,21.0,0.34600000000000003,30.0,67.3,0.446,19.4,27.1,0.716,13.8,32.1,45.9,21.5,7.7,4.3,16.7,21.7,101.1,2012,Offensive
26,Boston Celtics,66,15940,39.0,84.7,0.46,6.0,16.5,0.36700000000000005,33.0,68.3,0.483,16.9,21.8,0.778,8.5,34.2,42.7,25.9,8.3,6.0,16.3,21.9,101.0,2012,Offensive
27,Detroit Pistons,66,15965,38.6,88.1,0.43799999999999994,5.3,15.4,0.34600000000000003,33.3,72.7,0.457,18.5,24.6,0.752,13.1,31.7,44.8,20.8,7.7,4.7,17.4,21.8,101.0,2012,Offensive
28,Toronto Raptors,66,15965,38.2,86.8,0.44,6.1,18.1,0.34,32.0,68.7,0.467,18.3,23.7,0.77,11.7,34.9,46.7,23.3,7.2,5.4,16.9,25.8,100.8,2012,Offensive
29,New Orleans Hornets,66,15940,39.2,87.0,0.451,4.4,13.2,0.33299999999999996,34.8,73.8,0.47200000000000003,18.0,23.8,0.757,12.3,33.9,46.3,23.3,8.3,5.4,17.5,22.6,100.9,2012,Offensive
30,Charlotte Bobcats,66,15890,36.4,87.8,0.414,4.4,14.8,0.295,32.0,73.0,0.439,18.1,24.2,0.746,11.2,31.4,42.6,22.0,6.6,6.0,15.9,20.7,95.2,2012,Offensive
1,Denver Nuggets,82,19705,40.1,84.3,0.47600000000000003,8.4,21.7,0.38799999999999996,31.6,62.6,0.506,23.7,31.0,0.765,10.1,33.8,43.9,23.1,7.7,4.5,14.7,21.9,112.3,2011,Offensive
2,New York Knicks,82,19780,39.9,87.2,0.457,9.7,26.4,0.368,30.2,60.8,0.496,21.4,26.5,0.809,10.8,31.4,42.1,22.3,7.9,6.0,14.3,22.1,110.9,2011,Offensive
3,Houston Rockets,82,19880,40.6,89.4,0.45399999999999996,8.7,23.6,0.36700000000000005,31.9,65.8,0.486,21.4,26.7,0.8009999999999999,12.3,32.7,45.0,25.1,7.4,4.8,14.2,21.0,111.3,2011,Offensive
4,Phoenix Suns,82,20005,40.9,87.0,0.47,8.9,23.6,0.377,32.0,63.4,0.505,18.7,24.6,0.759,10.4,31.5,41.9,24.7,6.9,4.5,14.9,21.2,109.5,2011,Offensive
5,Oklahoma City Thunder,82,20005,39.7,85.5,0.46399999999999997,6.3,18.2,0.34700000000000003,33.4,67.4,0.495,25.6,31.1,0.823,11.7,33.7,45.4,21.6,8.5,6.3,15.0,23.8,111.2,2011,Offensive
6,San Antonio Spurs,82,19780,41.4,87.1,0.475,9.0,22.7,0.397,32.4,64.4,0.503,20.0,26.1,0.767,10.9,34.2,45.1,24.1,7.9,4.9,14.5,20.5,111.8,2011,Offensive
7,Golden State Warriors,82,19830,41.5,90.0,0.461,8.7,22.3,0.392,32.8,67.6,0.484,16.5,21.6,0.7609999999999999,12.2,30.3,42.4,23.6,9.4,5.2,15.3,23.1,108.2,2011,Offensive
8,Miami Heat,82,19780,40.5,84.1,0.48100000000000004,7.3,19.7,0.37,33.2,64.4,0.515,23.5,30.5,0.769,10.5,35.6,46.1,21.9,7.3,5.7,15.2,22.3,111.7,2011,Offensive
9,Los Angeles Lakers,82,19830,41.7,90.1,0.46299999999999997,7.0,19.8,0.35200000000000004,34.7,70.3,0.494,20.6,26.4,0.779,13.2,34.9,48.1,24.0,8.0,5.6,14.3,20.7,111.0,2011,Offensive
10,Minnesota Timberwolves,82,19780,38.9,88.2,0.441,7.4,19.7,0.376,31.5,68.5,0.45899999999999996,19.1,24.9,0.768,13.6,32.1,45.8,20.8,7.4,5.3,17.6,23.0,104.2,2011,Offensive
11,Dallas Mavericks,82,19705,40.9,86.2,0.475,8.6,23.6,0.365,32.3,62.6,0.516,19.2,24.7,0.777,10.4,34.9,45.3,26.1,7.4,4.7,15.3,21.0,109.7,2011,Offensive
12,Memphis Grizzlies,82,19880,42.0,89.3,0.47100000000000003,4.1,12.2,0.33399999999999996,38.0,77.2,0.49200000000000005,19.5,26.0,0.75,12.7,31.4,44.1,22.2,10.1,5.8,15.0,22.4,107.6,2011,Offensive
13,Indiana Pacers,82,19780,38.5,86.9,0.442,7.5,21.2,0.354,31.0,65.8,0.47100000000000003,20.4,26.1,0.782,11.7,34.0,45.7,20.6,7.5,5.8,16.2,22.8,104.8,2011,Offensive
14,Utah Jazz,82,19880,40.6,87.4,0.465,5.8,16.7,0.34600000000000003,34.9,70.7,0.493,21.1,27.3,0.7709999999999999,11.9,31.0,42.9,25.5,8.3,6.4,15.6,24.7,108.1,2011,Offensive
15,Sacramento Kings,82,19855,39.8,88.6,0.449,5.4,16.2,0.335,34.4,72.4,0.475,18.5,25.2,0.7340000000000001,13.6,32.1,45.7,21.3,7.7,5.0,16.8,22.9,103.5,2011,Offensive
16,Orlando Magic,82,19830,39.2,85.0,0.461,10.2,27.9,0.366,29.0,57.1,0.507,19.3,27.9,0.6920000000000001,11.5,35.5,47.0,21.7,7.3,5.1,16.2,21.8,107.9,2011,Offensive
17,Toronto Raptors,82,19780,41.1,88.3,0.465,4.5,14.3,0.316,36.6,74.0,0.494,19.5,25.8,0.755,12.6,30.6,43.2,23.5,7.6,4.6,15.8,23.6,106.1,2011,Offensive
18,Philadelphia 76ers,82,19930,41.0,89.0,0.461,5.8,16.4,0.355,35.2,72.6,0.485,18.7,24.3,0.77,11.2,33.9,45.0,24.4,8.2,4.7,14.0,20.9,106.6,2011,Offensive
